NAME,EXP,POS_HEI_WEI,GRADE,AGE,SKILL,HISCH,HOTOWN,STARCOLL,COLLDIST,NUMOFF,INSTA,TWIT,TIK,NILVAL
Kenyatta Jackson Jr.,2022 - present,EDGE / 6-4.5 / 238,Sophomore,19,96.30,Chaminade-Madonna Prep,"Hollywood, FL",Ohio State,987 mi.,25,5.8K,6.3K,nan,$97K
Kamari Wilson,2022 - present,S / 6-0 / 200,Sophomore,20,96.28,IMG Academy,"Fort Pierce, FL",Florida,186 mi.,25,32K,11.9K,18.5K,$117K
Earnest Greene,2022 - present,OT / 6-4.5 / 350,Redshirt Freshman,19,96.27,St. John Bosco,"Bellflower, CA",Georgia,1984 mi.,25,7.1K,4K,nan,$77K
Travis Shaw,2022 - present,DL / 6-5.5 / 355,Sophomore,19,96.18,Grimsley,"Greensboro, NC",North Carolina,41 mi.,25,13.7K,7K,241,nan
Shazz Preston,2022 - present,WR / 5-11.5 / 190,Redshirt Freshman,19,96.10,St. James,"Saint James, LA",Alabama,289 mi.,21,14.5K,4.2K,887,nan
Enai White,2022 - present,EDGE / 6-4.5 / 225,Sophomore,20,96.10,Imhotep Institute,"Philadelphia, PA",Texas A&M,1352 mi.,25,10.8K,1,1,$87K
Xavier Nwankpa,2022 - present,S / 6-2.5 / 200,Sophomore,19,96.09,Southeast Polk,"Altoona, IA",Iowa,103 mi.,25,33K,19.9K,58K,$69K
Jalon Walker,2022 - present,LB / 6-2 / 230,Sophomore,19,96.07,Salisbury,"Salisbury, NC",Georgia,202 mi.,25,15.5K,7K,nan,$94K
Quency Wiggins,2022 - present,EDGE / 6-4.5 / 273,Redshirt Freshman,19,95.95,Madison Prep Academy,"Baton Rouge, LA",LSU,0 mi.,25,5.2K,3.7K,762,$82K
Kiyaunta Goodwin,nan,OT / 6-6.75 / 380,nan,nan,95.92,Charlestown,"Charlestown, IN",Kentucky,68 mi.,25,7.8K,10.5K,14,nan
Terrance Brooks,2022 - present,CB / 6-0 / 185,Sophomore,19,95.90,Little Elm,"Little Elm, TX",Texas,207 mi.,25,35K,3.7K,1K,$207K
Shemar James,2022 - present,LB / 6-2 / 210,Sophomore,19,95.78,Faith Academy,"Mobile, AL",Florida,348 mi.,21,10.7K,5.5K,371,$97K
Sam McCall,2023 - present,S / 6-0 / 175,Sophomore,20,95.67,Lake Gibson,"Lakeland, FL",Florida State,217 mi.,15,1.1K,6.8K,nan,$81K
Bryce Anderson,2022 - present,S / 6-0 / 190,Sophomore,19,95.66,West Brook,"Beaumont, TX",Texas A&M,137 mi.,25,17.3K,10K,6.9K,$96K
Isaiah Bond,2022 - present,WR / 5-10.5 / 172,Sophomore,19,95.57,Buford,"Buford, GA",Alabama,217 mi.,25,57K,7K,69K,$167K
Zion Branch,2022 - present,S / 6-1.5 / 200,Redshirt Freshman,20,95.56,Bishop Gorman,"Las Vegas, NV",USC,233 mi.,25,17.5K,3.7K,5.2K,$77K
David Bailey,2022 - present,EDGE / 6-3 / 220,Sophomore,20,95.46,Mater Dei,"Santa Ana, CA",Stanford,351 mi.,14,2.9K,nan,nan,nan
Kam Dewberry,2022 - present,IOL / 6-4 / 320,Sophomore,19,95.45,Atascocita,"Humble, TX",Texas A&M,74 mi.,5,8.4K,12.1K,4,$78K
PJ Williams,2023 - present,OT / 6-4 / 265,Redshirt Freshman,19,95.44,Dickinson,"Dickinson, TX",Texas A&M,112 mi.,19,95K,2.9K,nan,$61K
Shawn Murphy,2022 - present,LB / 6-2.5 / 205,Redshirt Freshman,19,95.44,Unity Reed,"Manassas, VA",Alabama,684 mi.,25,12K,7.6K,nan,nan
Khurtiss Perry,2022 - present,DL / 6-2 / 267,Redshirt Freshman,19,95.43,Pike Road,"Montgomery, AL",Alabama,92 mi.,25,8.5K,6.6K,1.1K,nan
Toriano Pride,2022 - present,CB / 5-11 / 184,Sophomore,19,95.42,East St. Louis,"Saint Louis, MO",Clemson,491 mi.,25,13.9K,2.6K,1.4K,nan
Lander Barton,2022 - present,LB / 6-4.5 / 220,Sophomore,19,95.40,Brighton,"Salt Lake City, UT",Utah,0 mi.,15,2.7K,1.7K,nan,nan
Raleek Brown,2022 - present,WR / 5-7 / 165,Sophomore,20,95.31,Mater Dei,"Santa Ana, CA",USC,27 mi.,25,42K,11.8K,nan,$101K
Jordan Hudson,2023 - present,WR / 6-1 / 190,Sophomore,19,95.27,Garland,"Garland, TX",TCU,43 mi.,22,14.8K,4.2K,439,nan
Kevin Coleman,2023 - present,WR / 5-10 / 167,Sophomore,20,95.22,St. Mary's,"Saint Louis, MO",Jackson State,442 mi.,25,36K,7.2K,nan,nan
Kobe Prentice,2022 - present,WR / 5-10 / 175,Sophomore,19,95.21,Calera,"Calera, AL",Alabama,52 mi.,11,1,2.8K,nan,$110K
Branson Robinson,2022 - present,RB / 5-10 / 210,Sophomore,19,95.18,Germantown,"Madison, MS",Georgia,405 mi.,16,37K,nan,nan,$100K
Jake Johnson,2022 - present,TE / 6-4.5 / 206,Sophomore,20,95.10,Oconee County,"Bogart, GA",Texas A&M,781 mi.,15,4.4K,3.3K,18.5K,$84K
Antonio Williams,2022 - present,WR / 5-11.5 / 175,Sophomore,19,95.00,Dutch Fork,"Irmo, SC",Clemson,99 mi.,25,15.2K,6K,nan,nan
Neto Umeozulu,2022 - present,IOL / 6-4 / 285,Redshirt Freshman,19,95.00,Allen,"Allen, TX",Texas,206 mi.,25,3K,3.6K,nan,$170K
Jaheim Oatis,2022 - present,DL / 6-5 / 390,Sophomore,20,94.97,Columbia,"Columbia, MS",Alabama,185 mi.,9,2.5K,10.9K,nan,$107K
Gentry Williams,2022 - present,S / 5-11 / 164,Sophomore,19,94.97,Booker T. Washington,"Tulsa, OK",Oklahoma,96 mi.,19,6.2K,13K,nan,$79K
Omari Abor,2022 - present,DL / 6-4 / 240,Sophomore,20,94.97,Duncanville,"Duncanville, TX",Ohio State,927 mi.,25,15.5K,4.3K,6.3K,$92K
Aamil Wagner,2022 - present,OT / 6-6 / 265,Redshirt Freshman,19,94.95,Wayne,"Dayton, OH",Notre Dame,171 mi.,25,4.5K,2.7K,107,nan
Andre Greene Jr.,2022 - present,WR / 6-2.5 / 175,Redshirt Freshman,19,94.93,St. Christopher's School,"Richmond, VA",North Carolina,140 mi.,25,16.1K,5K,5.2K,nan
Julian Humphrey,2022 - present,CB / 6-1 / 189,Redshirt Freshman,19,94.90,Clear Lake,"Houston, TX",Georgia,763 mi.,25,91K,9.6K,358K,$205K
Oscar Delp,2022 - present,TE / 6-5 / 225,Sophomore,20,94.87,West Forsyth,"Cumming, GA",Georgia,50 mi.,6,25K,6.8K,9K,$102K
Smoke Bouie,nan,CB / 5-10 / 174.6,nan,nan,94.78,Bainbridge,"Bainbridge, GA",Texas A&M,693 mi.,17,9.2K,3.9K,252,$87K
Earl Little Jr.,2022 - present,CB / 5-11.5 / 161,Redshirt Freshman,20,94.78,American Heritage,"Fort Lauderdale, FL",Alabama,661 mi.,25,23K,4.2K,2.6K,$131K
Le'Veon Moss,2022 - present,RB / 6-0 / 190,Sophomore,-,94.77,Istrouma Senior,"Baton Rouge, LA",Texas A&M,307 mi.,17,nan,3.2K,nan,$68K
Keon Sabb,2022 - present,S / 6-2 / 200,Sophomore,21,94.70,IMG Academy,"Bradenton, FL",Michigan,1030 mi.,25,16.8K,6.9K,2K,$80K
Barion Brown,2022 - present,WR / 6-1 / 173,Sophomore,-,94.70,Pearl-Cohn,"Nashville, TN",Kentucky,180 mi.,25,29K,4.3K,nan,$71K
Amari Niblack,2022 - present,TE / 6-3.5 / 220,Sophomore,19,94.58,Lakewood,"Clearwater, FL",Alabama,458 mi.,12,7.1K,1.3K,336,$67K
Jamarion Miller,2022 - present,RB / 5-10 / 195,Sophomore,19,94.57,Tyler Legacy,"Tyler, TX",Alabama,450 mi.,25,4.7K,3.5K,1.7K,nan
Kendrick Law,2022 - present,WR / 5-11 / 185,Sophomore,20,94.56,Captain Shreve,"Shreveport, LA",Alabama,359 mi.,16,21K,2.9K,nan,$128K
Azareye'h Thomas,2022 - present,S / 6-1.5 / 185,Sophomore,19,94.55,Niceville,"Niceville, FL",Florida State,132 mi.,25,9.8K,6.8K,98K,$126K
Nyjalik Kelly,2022 - present,EDGE / 6-4 / 233,Sophomore,18,94.53,Dillard,"Fort Lauderdale, FL",Miami,27 mi.,24,6.4K,4.5K,nan,$75K
Adam Randall,2022 - present,WR / 6-2.5 / 215,Sophomore,19,94.52,Myrtle Beach ,"Myrtle Beach, SC",Clemson,239 mi.,23,6.9K,3.8K,114,nan
TreVonte' Citizen,2022 - present,RB / 6-0 / 215,Redshirt Freshman,19,94.52,Lake Charles College Prep,"Lake Charles, LA",Miami,847 mi.,21,nan,6.9K,nan,$73K
Kaden Saunders,2022 - present,WR / 5-10 / -,Redshirt Freshman,19,94.51,Westerville South,"Westerville, OH",Penn State,269 mi.,25,14K,7K,5.7K,$80K
Dasan McCullough,2023 - present,EDGE / 6-5 / 230,Sophomore,20,94.50,Bloomington South,"Bloomington, IN",Indiana,0 mi.,25,51K,10.4K,9.5K,$116K
Tyson Ford,2022 - present,DL / 6-4.2 / 265,Redshirt Freshman,20,94.49,John Burroughs School,"Saint Louis, MO",Notre Dame,296 mi.,24,5.3K,5.2K,53K,nan
Jake Taylor,2022 - present,IOL / 6-5.5 / 283,Sophomore,19,94.48,Bishop Gorman,"Las Vegas, NV",Oklahoma,1002 mi.,22,-,7.3K,184,$64K
Emery Jones,2022 - present,OT / 6-3.5 / 330,Sophomore,19,94.45,Catholic,"Baton Rouge, LA",LSU,0 mi.,14,13.5K,5.4K,nan,$79K
Brenen Thompson,2023 - present,WR / 5-10 / 165,Junior,20,94.43,Spearman,"Spearman, TX",Texas,455 mi.,25,10.9K,9.6K,602,$188K
Joe Brunner,2022 - present,IOL / 6-5 / 318,Redshirt Freshman,19,94.41,Whitefish Bay,"Milwaukee, WI",Wisconsin,75 mi.,19,2K,1.2K,nan,nan
Talyn Shettron,2022 - present,WR / 6-3 / 195,Redshirt Freshman,19,94.31,Santa Fe,"Edmond, OK",Oklahoma State,40 mi.,19,3.1K,3.5K,1.7K,nan
Kyion Grayes,2022 - present,WR / 6-0 / 170,Sophomore,20,94.30,Chandler,"Chandler, AZ",Ohio State,1657 mi.,18,18.1K,5.9K,157,$107K
Cyrus Moss,2022 - present,EDGE / 6-6 / 200,Redshirt Freshman,20,94.29,Bishop Gorman,"Las Vegas, NV",Miami,2173 mi.,25,5.4K,6.6K,nan,$75K
Jaleel Skinner,2022 - present,TE / 6-4.375 / 216,Sophomore,19,94.28,IMG Academy,"Greer, SC",Miami,643 mi.,24,14.1K,8.7K,186,$83K
Kaleb Brown,2023 - present,WR / 5-10.25 / 196,Sophomore,19,94.25,St. Rita,"Chicago, IL",Ohio State,270 mi.,19,21K,6K,614,nan
Joshua Burnham,2022 - present,DL / 6-3 / 217,Redshirt Freshman,19,94.19,Central,"Traverse City, MI",Notre Dame,216 mi.,13,4.5K,3.1K,511,nan
Jalil Tucker,nan,CB / 6-0 / 180,nan,nan,94.11,Lincoln,"San Diego, CA",Oregon,847 mi.,21,6.5K,3.7K,nan,nan
Marcus Washington,2023 - present,CB / 6-0 / 180,Redshirt Freshman,18,94.10,Grovetown,"Grovetown, GA",Georgia,75 mi.,8,5.2K,3.1K,2.4K,nan
Darrius Clemons,2022 - present,WR / 6-3 / 205,Sophomore,20,94.04,Westview,"Portland, OR",Michigan,1928 mi.,25,22K,8.3K,11K,$85K
Zxavian Harris,2022 - present,DL / 6-7 / 350,Sophomore,19,94.02,Germantown,"Madison, MS",Ole Miss,131 mi.,11,2.2K,2.1K,nan,$63K
Jovantae Barnes,2022 - present,RB / 5-11.5 / 185,Sophomore,20,94.01,Desert Pines,"Las Vegas, NV",Oklahoma,1002 mi.,25,7.3K,5.5K,nan,$77K
Tegra Tshabola,2022 - present,IOL / 6-6 / 344,Sophomore,19,93.99,Lakota West,"West Chester, OH",Ohio State,91 mi.,13,-,6.2K,nan,nan
Gabe Powers,2022 - present,LB / 6-4 / 225,Sophomore,20,93.97,Marysville,"Marysville, OH",Ohio State,21 mi.,19,6.4K,6K,nan,$97K
Brady Allen,2023 - present,QB / 6-4 / 205,Redshirt Freshman,20,93.97,Gibson Southern,"Fort Branch, IN",Purdue,157 mi.,12,4.5K,4.7K,nan,nan
Darris Smith,2022 - present,LB / 6-5 / 225,Sophomore,-,93.95,Appling County,"Baxley, GA",Georgia,166 mi.,12,2.7K,3.4K,217,$82K
C.J. Williams,2023 - present,WR / 6-1.5 / 188,Sophomore,20,93.88,Mater Dei,"Santa Ana, CA",USC,27 mi.,25,22K,10K,640,$89K
B.J. Allen Jr.,2022 - present,S / 5-11.5 / 180,Redshirt Freshman,19,93.87,Aledo,"Aledo, TX",Texas,166 mi.,25,7.9K,8.3K,1,$185K
Jahlil Florence,2022 - present,CB / 6-2 / 180,Sophomore,19,93.87,Lincoln,"San Diego, CA",Oregon,847 mi.,10,13.5K,9.6K,15.8K,$62K
Hero Kanu,2022 - present,DL / 6-4.5 / 296,Sophomore,-,93.87,Santa Margarita Catholic,"Rancho Santa Margarita, CA",Ohio State,1951 mi.,22,5.3K,6K,184,$87K
Christen Miller,2022 - present,DL / 6-3.5 / 295,Redshirt Freshman,19,93.85,Cedar Grove,"Ellenwood, GA",Georgia,58 mi.,25,9.8K,6.9K,1.3K,$79K
Chris McClellan,2022 - present,DL / 6-3 / 290,Sophomore,19,93.84,Owasso,"Owasso, OK",Florida,906 mi.,25,5.8K,7.5K,1.5K,$85K
Malick Sylla,2022 - present,EDGE / 6-6 / 230,Sophomore,19,93.83,Katy,"Katy, TX",Texas A&M,64 mi.,25,nan,3.9K,nan,$68K
Marquis Groves-Killebrew,2023 - present,CB / 6-0 / 172,Redshirt Freshman,20,93.81,North Cobb,"Snellville, GA",Texas A&M,751 mi.,25,11K,5.4K,12,nan
Justice Finkley,2022 - present,EDGE / 6-2 / 245,Sophomore,19,93.69,Hewitt-Trussville,"Trussville, AL",Texas,695 mi.,25,19.6K,11.2K,24K,$196K
Billy Schrauth,2022 - present,IOL / 6-4 / 296,Redshirt Freshman,20,93.67,St. Mary's Springs,"Fond Du Lac, WI",Notre Dame,180 mi.,17,2K,2.1K,nan,nan
Caden Curry,2022 - present,EDGE / 6-2.5 / 238.6,Sophomore,20,93.60,Center Grove,"Greenwood, IN",Ohio State,171 mi.,7,14.9K,3.5K,1.2K,$104K
Nick Evers,2023 - present,QB / 6-3 / 196,Sophomore,19,93.59,Flower Mound,"Flower Mound, TX",Oklahoma,152 mi.,25,20K,23K,nan,$94K
J'mond Tapp,2022 - present,EDGE / 6-2.5 / 247,Redshirt Freshman,19,93.56,Ascension Catholic,"Donaldsonville, LA",Texas,399 mi.,19,4.2K,2.5K,2,$180K
Drew Shelton,2022 - present,OT / 6-5 / 306,Sophomore,19,93.56,Downingtown West,"Downingtown, PA",Penn State,125 mi.,24,6.6K,2.7K,600,$64K
George Pettaway,2022 - present,RB / 5-11 / 183,Sophomore,20,93.56,Nansemond-Suffolk Academy,"Suffolk, VA",North Carolina,151 mi.,25,11.8K,3.8K,12.9K,nan
Tobias Merriweather,2022 - present,WR / 6-4 / 193,Sophomore,19,93.56,Union,"Camas, WA",Notre Dame,1811 mi.,17,5.7K,4.2K,554,nan
Sebastian Cheeks,2022 - present,LB / 6-3 / 216,Redshirt Freshman,19,93.52,Evanston Township,"Evanston, IL",North Carolina,626 mi.,23,3.7K,2.4K,nan,nan
Joey Tanona,nan,IOL / 6-5 / 295,nan,19,93.49,Zionsville,"Zionsville, IN",Notre Dame,117 mi.,14,553,1.5K,nan,nan
Kaytron Allen,2022 - present,RB / 5-11 / 222,Sophomore,20,93.48,IMG Academy,"Norfolk, VA",Penn State,288 mi.,25,16.6K,4.2K,1K,$210K
James Pearce,2022 - present,EDGE / 6-5 / 220,Sophomore,-,93.46,Zebulon B. Vance,"Charlotte, NC",Tennessee,180 mi.,10,4.1K,1.5K,nan,$536K
Isaiah Sategna,2022 - present,WR / 5-10.5 / 161,Redshirt Freshman,20,93.44,Fayetteville,"Fayetteville, AR",Arkansas,0 mi.,25,12.3K,8.2K,1,$60K
Eli Raridon,2022 - present,TE / 6-6 / 228,Sophomore,19,93.41,Valley,"West Des Moines, IA",Notre Dame,387 mi.,23,5K,2.8K,10K,nan
Tre'quon Fegans,2023 - present,CB / 6-0 / 180,Redshirt Freshman,20,93.40,Thompson,"Oxford, AL",Alabama,106 mi.,25,7.8K,3.2K,nan,nan
Omarion Hampton,2022 - present,RB / 6-0 / 215,Sophomore,20,93.38,Cleveland,"Clayton, NC",North Carolina,41 mi.,21,15.6K,3.3K,nan,$713K
Gavin Sawchuk,2022 - present,RB / 5-10.5 / 180,Redshirt Freshman,20,93.38,Valor Christian,"Littleton, CO",Oklahoma,521 mi.,25,-,15.1K,nan,$64K
Ernest Cooper IV,2022 - present,EDGE / 6-4 / 235,Sophomore,19,93.30,Martin,"Arlington, TX",Stanford,1449 mi.,25,13.5K,1.5K,nan,nan
Jaray Bledsoe,2022 - present,DL / 6-4 / 270,Redshirt Freshman,-,93.30,Marlin,"Bremond, TX",Texas,89 mi.,13,2.3K,1.6K,367,$169K
Jaishawn Barham,2022 - present,LB / 6-2 / 230,Sophomore,19,93.23,St. Frances Academy,"District Heights, MD",Maryland,11 mi.,23,5.1K,2.6K,nan,nan
Zeke Berry,2022 - present,S / 6-0 / 184,Sophomore,19,93.20,De La Salle,"Concord, CA",Michigan,2021 mi.,16,6.3K,2.5K,nan,$70K
Jayden Gibson,2022 - present,WR / 6-5 / 190,Sophomore,19,93.18,West Orange,"Winter Garden, FL",Oklahoma,1028 mi.,25,15.4K,18.8K,2K,$88K
C.J. Washington,nan,LB / 6-1 / 215,nan,20,93.11,Cedartown,"Cedartown, GA",Georgia,110 mi.,12,11.6K,2.4K,78K,nan
Gunner Stockton,2022 - present,QB / 6-1 / 215,Redshirt Freshman,-,93.11,Rabun County,"Tiger, GA",Georgia,57 mi.,24,29K,9.1K,nan,$122K
Jaylon Guilbeau,2022 - present,S / 5-11.5 / 176,Sophomore,19,93.10,Memorial,"Port Arthur, TX",Texas,226 mi.,24,14.8K,4.1K,1.3K,$189K
Isaiah Hastings,2022 - present,DL / 6-4 / 290,Redshirt Freshman,19,93.10,Clearwater Academy International,"Toronto, ON",Alabama,850 mi.,9,nan,2.1K,nan,nan
Trevion Williams,2022 - present,DL / 6-5 / 253,Redshirt Freshman,19,93.08,Crystal Springs,"Crystal Springs, MS",Mississippi State,134 mi.,12,2.9K,1.8K,nan,nan
Donovan Green,2022 - present,TE / 6-4 / 225,Sophomore,19,93.08,Dickinson,"Dickinson, TX",Texas A&M,112 mi.,25,4.7K,10.2K,1.6K,$85K
Jaren Kanak,2022 - present,LB / 6-2 / 220,Sophomore,19,93.03,Hays,"Hays, KS",Oklahoma,278 mi.,22,29K,17.4K,143K,$114K
Chris Graves,2023 - present,CB / 6-0 / 175,Redshirt Freshman,19,93.03,Bishop Verot ,"Fort Myers, FL",Miami,117 mi.,19,11.8K,4.6K,16.6K,nan
Marquis Gracial,2022 - present,DL / 6-4 / 280,Redshirt Freshman,20,92.99,St. Charles,"Saint Charles, MO",Missouri,94 mi.,21,2.2K,1.4K,129,nan
Tyler Morris,2022 - present,WR / 6-0 / 175,Sophomore,-,92.95,Plainfield East,"Bolingbrook, IL",Michigan,220 mi.,25,7.4K,4.7K,nan,nan
Robert Spears-Jennings,2022 - present,S / 6-1 / 192,Sophomore,19,92.94,Broken Arrow,"Broken Arrow, OK",Oklahoma,97 mi.,15,233,16.1K,nan,$74K
Kyler Kasper,2022 - present,WR / 6-5 / 195,Redshirt Freshman,19,92.93,Williams Field,"Gilbert, AZ",Oregon,956 mi.,25,14K,6K,nan,$61K
