NAME,EXP,POS_HEI_WEI,GRADE,AGE,SKILL,HISCH,HOTOWN,STARCOLL,COLLDIST,NUMOFF,INSTA,TWIT,TIK,NILVAL
Conner Harrell,2022 - present,QB / 6-1 / 191,Redshirt Freshman,20,88.06,Thompson,"Alabaster, AL",LSU,479 mi.,25,4.8K,2.7K,nan,nan
Carson May,2023 - present,QB / 6-5 / 208,Redshirt Freshman,20,88.05,Jones,"Jones, OK",Stanford,523 mi.,10,3K,3K,nan,nan
Javae Gilmore,2022 - present,LB / 6-4 / 200,Redshirt Freshman,20,88.05,Amite,"Amite, LA",Penn State,213 mi.,14,nan,1.1K,nan,nan
Brody Meadows,2022 - present,OT / 6-6 / 314,Redshirt Freshman,19,88.05,Graham,"Bluefield, VA",Missouri,48 mi.,14,1.9K,1.9K,140,nan
Selah Brown,2022 - present,DL / 6-2 / 251,Sophomore,20,88.05,Louisville Male,"Louisville, KY",North Carolina,0 mi.,18,2,4.5K,15.7K,nan
Jonah Coleman,2022 - present,RB / 5-9 / 205,Sophomore,20,88.05,Lincoln,"Stockton, CA",Iowa,705 mi.,12,82K,1.2K,128K,$115K
Micah Riley-Ducker,2022 - present,TE / 6-5 / 241,Redshirt Freshman,19,88.05,Bellevue West,"Bellevue, NE",Mississippi State,826 mi.,25,6.5K,4.3K,4.7K,nan
Corbin Page,nan,TE / 6-5 / 257,nan,nan,88.05,Spring Valley,"Huntington, WV",Virginia Tech,155 mi.,9,3K,1.2K,963,nan
Domonique Orange,2022 - present,DL / 6-4 / 300,Sophomore,19,88.05,North Kansas City,"Kansas City, MO",Louisville,209 mi.,19,1.1K,1.8K,nan,nan
Andrew Keller,2022 - present,TE / 6-6 / 210,Redshirt Freshman,20,88.05,Waunakee,"Waunakee, WI",Arizona,224 mi.,10,nan,nan,nan,nan
Keon Wylie,2022 - present,LB / 6-2 / 218,Redshirt Freshman,19,88.05,Imhotep Institute,"Philadelphia, PA",Auburn,154 mi.,25,16.8K,2.5K,nan,$81K
Ryan Brubaker,2022 - present,OT / 6-6 / 280,Redshirt Freshman,20,88.05,Cocalico,"Denver, PA",West Virginia,509 mi.,25,1.3K,2.9K,107,nan
Tyler Griffin,2022 - present,WR / 6-4 / 190,Redshirt Freshman,19,88.04,New Southeast Bulloch,"Brooklet, GA",Iowa State,262 mi.,13,nan,1.6K,nan,nan
Landon Ibieta,2022 - present,WR / 5-11 / 185,Redshirt Freshman,-,88.03,Mandeville,"Mandeville, LA",Iowa State,67 mi.,11,5.3K,3K,371,$82K
Phaizon Wilson,nan,WR / 6-4 / 210,nan,20,88.03,Lancaster,"Lancaster, TX",Penn State,302 mi.,16,9.3K,1.6K,189,nan
Zac Swanson,2022 - present,DL / 6-4 / 255,Redshirt Freshman,19,88.03,Brophy College Preparatory,"Phoenix, AZ",South Carolina,869 mi.,17,2.9K,1.8K,nan,$170K
Mathias Malaki-Donaldson,2022 - present,LB / 6-5 / 220,Redshirt Freshman,19,88.03,Oaks Christian,"Westlake Village, CA",UCF,762 mi.,11,1.5K,921,nan,nan
Joshua White,2022 - present,DL / 6-4 / 275,Redshirt Freshman,19,88.03,Cedar Grove,"Decatur, GA",LSU,344 mi.,11,nan,-,nan,nan
Caden Crawford,2022 - present,DL / 6-3 / 226,Redshirt Freshman,19,88.03,Lansing,"Lansing, KS",Grambling State,244 mi.,8,3.5K,1.1K,646,nan
Andre Stewart,nan,CB / 5-11 / 182,nan,nan,88.00,North Cobb,"Kennesaw, GA",Texas,275 mi.,25,4.1K,2.4K,nan,nan
Trent Ramsey,2022 - present,OT / 6-5 / 283,Redshirt Freshman,19,88.00,East Lake,"Tarpon Springs, FL",Oregon State,2373 mi.,18,1K,1.3K,nan,nan
Tygee Hill,2022 - present,DL / 6-3 / 280,Redshirt Freshman,19,88.00,Edna Karr,"New Orleans, LA",Memphis,73 mi.,17,6.2K,2.4K,491,$75K
Dejon Roney,2022 - present,DL / 6-4 / 295,Sophomore,-,88.00,Etiwanda,"Rancho Cucamonga, CA",Iowa,327 mi.,14,3.3K,1.2K,15,nan
Tay'shawn Trent,nan,WR / 6-4 / 210,nan,nan,88.00,Harper Woods,"Eastpointe, MI",Kentucky,nan,nan,4.5K,2.1K,2.8K,nan
Austin Kawecki,2022 - present,IOL / 6-4.5 / 260,Redshirt Freshman,20,87.93,Lebanon Trail,"Frisco, TX",California,202 mi.,22,1K,897,92,nan
Daequan Wright,2022 - present,TE / 6-3.5 / 249,Sophomore,-,87.92,Perry,"Perry, GA",LSU,382 mi.,2,-,931,nan,nan
Vega Ioane,2022 - present,IOL / 6-4 / 348,Redshirt Freshman,-,87.90,Graham-Kapowsin,"Graham, WA",San Jose State,2222 mi.,14,2K,1.5K,647,$61K
Robby Snelling,nan,LB / 6-3 / 200,nan,nan,87.90,nan,nan,Louisville,nan,nan,3.4K,1.9K,nan,nan
Kevin Green,2022 - present,WR / 5-11 / 165,Redshirt Freshman,20,87.88,Bishop Alemany,"Mission Hills, CA",nan,455 mi.,14,3.8K,1.1K,155,nan
Jeremy Patton,nan,LB / 6-1 / 213,nan,nan,87.88,nan,nan,Oklahoma State,172 mi.,20,nan,2.2K,nan,nan
Arlis Boardingham,2022 - present,TE / 6-3 / 234,Redshirt Freshman,19,87.88,Birmingham,"Van Nuys, CA",Virginia Tech,2130 mi.,16,3K,3.7K,nan,$90K
Dayne Shor,2022 - present,OT / 6-5 / 326,Redshirt Freshman,19,87.88,IMG Academy,"Alpharetta, GA",Penn State,842 mi.,25,2.2K,3.5K,131,nan
Jared Badie,2022 - present,LB / 6-5 / 212,Redshirt Freshman,-,87.88,Oswego East,"Oswego, IL",Oregon,107 mi.,15,2.9K,1.2K,nan,nan
Jay Fair,2022 - present,WR / 5-10 / 170,Sophomore,19,87.88,Rockwall-Heath,"Rockwall, TX",nan,634 mi.,25,5K,3.2K,8.1K,nan
Tyler Johnson,2022 - present,WR / 6-0 / 183,Redshirt Freshman,19,87.88,Magna Vista,"Martinsville, VA",Arizona,302 mi.,16,9.2K,1.6K,nan,$74K
Phillip Dunnam,2022 - present,S / 6-1 / 180,Sophomore,-,87.87,North Miami Beach Senior,"Miami, FL",Baylor,984 mi.,1,2.6K,386,nan,nan
Noah Fifita,2022 - present,QB / 5-9 / 184,Redshirt Freshman,20,87.85,Servite,"Anaheim, CA",Florida,420 mi.,16,7.2K,2.8K,nan,nan
Ikenna Ezeogu,2022 - present,EDGE / 6-4 / 218,Redshirt Freshman,19,87.85,Blue Springs,"Blue Springs, MO",Connecticut,212 mi.,10,2.3K,927,45,nan
Brody Foley,2022 - present,TE / 6-6 / 230,Redshirt Freshman,20,87.85,Anderson,"Cincinnati, OH",Illinois,103 mi.,25,3K,288,nan,nan
Cam East,2022 - present,OT / 6-7 / 270,Redshirt Freshman,19,87.85,St. Augustine,"New Orleans, LA",Auburn,305 mi.,5,1.8K,2.2K,nan,$63K
Trudell Berry,2022 - present,CB / 6-1 / 185,Sophomore,-,87.83,Lee,"Baytown, TX",Penn State,645 mi.,9,nan,nan,nan,nan
Danny McGuire,2022 - present,IOL / 6-5 / 293,Sophomore,19,87.83,Marist,"Chicago, IL",Indiana,12 mi.,25,1.3K,1K,nan,nan
Kelsey Johnson,2022 - present,TE / 6-2 / 220,Sophomore,19,87.80,Red Oak,"Red Oak, TX",Arizona,70 mi.,14,-,1.2K,nan,nan
Kaleb Artis,2022 - present,DL / 6-4 / 319,Redshirt Freshman,-,87.80,St Francis Preparatory School,"Westbury, NY",Iowa State,224 mi.,21,nan,1.7K,nan,nan
Thomas Castellanos,2023 - present,QB / 5-10 / 194,Sophomore,20,87.80,Ware County,"Waycross, GA",Indiana,194 mi.,11,nan,5.9K,nan,nan
Bishop Thomas,2023 - present,DL / 6-2 / 285,Redshirt Freshman,19,87.80,Bishop Moore Catholic,"Orlando, FL",Ole Miss,216 mi.,10,-,1.8K,nan,nan
Ty Kana,2022 - present,LB / 6-2 / 203,Redshirt Freshman,19,87.78,Katy,"Katy, TX",Vanderbilt,443 mi.,13,1.8K,1.3K,nan,nan
Langston Patterson,2022 - present,LB / 6-1 / 215,Sophomore,20,87.78,CPA,"Nashville, TN",Northwestern,0 mi.,25,nan,1.3K,nan,nan
Nathan Burrell,2022 - present,DL / 6-2 / 288,Sophomore,18,87.78,St. John Bosco,"Bellflower, CA",Baylor,360 mi.,13,1.9K,1.4K,nan,nan
Donterry Russell,2022 - present,DL / 6-5 / 194,Redshirt Freshman,19,87.78,Provine,"Jackson, MS",Penn State,111 mi.,5,1,1.2K,nan,nan
Donovan Hinish,2022 - present,DL / 6-2 / 270,Redshirt Freshman,-,87.78,Central Catholic,"Pittsburgh, PA",UCF,338 mi.,8,2K,1.9K,nan,nan
Nico Davillier,2022 - present,DL / 6-3 / 266,Sophomore,19,87.78,Maumelle,"Maumelle, AR",Florida State,116 mi.,14,1,2K,359,nan
Samuel Okunlola,2022 - present,DL / 6-4 / 225,Redshirt Freshman,19,87.77,Thayer Academy,"Brockton, MA",Texas Tech,476 mi.,25,nan,2.7K,nan,nan
Ernest Hausmann,2023 - present,LB / 6-3 / 205,Sophomore,20,87.76,Columbus,"Columbus, NE",Vanderbilt,61 mi.,12,3.6K,3.7K,301,$68K
Chase Carter,nan,EDGE / 6-6 / 235,nan,nan,87.75,Minnehaha Academy,"Minneapolis, MN",California,465 mi.,9,6K,2.6K,284,$65K
Braden Davis,2023 - present,QB / 6-6 / 190,Redshirt Freshman,20,87.73,Middletown,"Middletown, DE",Mississippi State,481 mi.,25,8.7K,5.7K,-,nan
Steve Angeli,2022 - present,QB / 6-2 / 213,Redshirt Freshman,19,87.69,Bergen Catholic,"Oradell, NJ",Notre Dame,636 mi.,23,10K,4.1K,232,$60K
Alvin Ebosele,2022 - present,OT / 6-6 / 295,Redshirt Freshman,19,87.69,Coppell,"Coppell, TX",Arkansas,98 mi.,3,814,nan,nan,nan
Caleb Coley,2022 - present,CB / 6-0 / 180,Redshirt Freshman,19,87.67,Houston County,"Warner Robins, GA",Pittsburgh,705 mi.,15,1.4K,1.4K,nan,nan
Maurice Edwards,nan,RB / 5-11 / 190,nan,nan,87.65,Warren Township,"Mundelein, IL",Nebraska,427 mi.,1,2.5K,810,2.6K,nan
Sam Yoon,2022 - present,IOL / 6-4 / 289,Redshirt Freshman,19,87.63,Loyola,"Los Angeles, CA",Michigan State,0 mi.,6,1.7K,763,nan,nan
Anthony Jones,2023 - present,LB / 6-3 / 235,Redshirt Freshman,20,87.60,Liberty,"Las Vegas, NV",South Carolina,688 mi.,12,13.2K,2.9K,nan,nan
Danny Lewis,2022 - present,TE / 6-4.5 / 255,Redshirt Freshman,-,87.60,Westgate,"New Iberia, LA",Notre Dame,334 mi.,22,18.8K,2.7K,702,nan
Koen Entringer,2022 - present,S / 6-2 / 190,Redshirt Freshman,19,87.60,Walled Lake Western,"Ann Arbor, MI",Baylor,393 mi.,11,5.2K,1.1K,268,nan
C.J. Hawkins,2022 - present,TE / 6-7 / 220,Sophomore,19,87.59,Berkeley Prep,"Tampa, FL",Michigan State,2381 mi.,25,3.4K,1.8K,nan,nan
Chris Petrucci,2022 - present,TE / 6-4.5 / 207,Sophomore,19,87.58,Maine South,"Park Ridge, IL",Vanderbilt,8 mi.,16,2.1K,738,347,nan
JyVonte McClendon,nan,S / 6-1 / 185,nan,nan,87.58,nan,nan,UCLA,nan,nan,2.2K,1.8K,526,nan
Brandon Rose,2022 - present,QB / 6-2 / 195,Redshirt Freshman,20,87.58,Murrieta Valley,"Murrieta, CA",Oregon,581 mi.,13,2K,172,275,nan
Jacob Imming,2022 - present,LB / 6-2 / 197,Redshirt Freshman,20,87.58,Sergeant Bluff-Luton,"Sergeant Bluff, IA",Alabama,140 mi.,5,1.4K,1.2K,nan,nan
Venson Sneed,2022 - present,DL / 6-4 / 245,Redshirt Freshman,20,87.58,Winter Park,"Winter Park, FL",Iowa,780 mi.,13,489,1.5K,96,nan
Jacob Bostick,2022 - present,WR / 6-1 / 166,Redshirt Freshman,19,87.58,Palatine,"Palatine, IL",Stanford,177 mi.,16,4.8K,2.4K,8.6K,nan
Khalid Moore,2022 - present,LB / 6-2 / 212,Redshirt Freshman,20,87.58,Poplarville,"Poplarville, MS",Northwestern,186 mi.,8,nan,969,570,nan
Xavier Townsend,2022 - present,WR / 5-10 / 170,Sophomore,19,87.57,Berkeley Prep,"Tampa, FL",South Carolina,78 mi.,15,4.1K,2.3K,55,nan
Chance Bogan,nan,TE / 6-4 / 220,nan,nan,87.55,nan,nan,nan,263 mi.,10,2.4K,1.3K,nan,nan
Melvin Jordan,2022 - present,LB / 5-11 / 216,Redshirt Freshman,20,87.55,Calvary Christian,"Saint Petersburg, FL",Utah,2513 mi.,18,nan,3.6K,nan,nan
Myles Pollard,2022 - present,CB / 6-2 / 185,Sophomore,19,87.55,Ravenwood,"Brentwood, TN",Iowa State,460 mi.,25,9.5K,5.1K,4.1K,$73K
Quinton Conley,2022 - present,WR / 6-4 / 222,Redshirt Freshman,20,87.55,The Pembroke Hill School,"Kansas City, MO",Indiana,nan,nan,2.2K,1.3K,854,nan
Jeremiah Caldwell,2023 - present,S / 6-2 / 175,Redshirt Freshman,19,87.55,Belleville,"Belleville, MI",Iowa,296 mi.,11,nan,1.4K,nan,nan
Tyler Gibson,2022 - present,OT / 6-5 / 288,Redshirt Freshman,20,87.55,Johns Creek,"Alpharetta, GA",Mississippi State,27 mi.,19,468,1.1K,nan,nan
Mudia Reuben,2022 - present,WR / 6-3 / 195,Sophomore,19,87.55,Park Hill South,"Riverside, MO",UCF,1492 mi.,17,3.8K,1.2K,1.1K,nan
Carson Tabaracci,2022 - present,TE / 6-1 / 221,Redshirt Sophomore,19,87.55,Park City,"Park City, UT",Idaho,22 mi.,18,nan,1.6K,nan,nan
Mason Gilkey,2022 - present,WR / 6-4 / 185,Redshirt Freshman,20,87.55,Pawhuska,"Pawhuska, OK",Oregon State,63 mi.,1,1.1K,547,140,nan
Bryson Donnell,2022 - present,RB / 5-10 / 198,Redshirt Freshman,19,87.55,Tyler Legacy,"Tyler, TX",Michigan,390 mi.,2,-,1.6K,nan,nan
Johnny Dickson,2022 - present,IOL / 6-3 / 280,Redshirt Freshman,19,87.55,Flour Bluff,"Corpus Christi, TX",Kansas,1182 mi.,1,1.2K,1.4K,82,nan
Jack Pyburn,2022 - present,EDGE / 6-4 / 260,Sophomore,20,87.55,The Bolles School,"Jacksonville, FL",nan,62 mi.,25,7.5K,3.3K,nan,$94K
Quantaves Gaskins,2022 - present,CB / 6-1 / 180,Sophomore,-,87.55,Hapeville Charter,"Atlanta, GA",Louisville,215 mi.,2,751,805,5,nan
AJ Johnson,nan,WR / 6-2 / 189,nan,nan,87.53,nan,nan,Georgia Tech,nan,nan,7.9K,2.2K,340,nan
Jalil Martin,2023 - present,S / 6-2 / 200,Redshirt Freshman,19,87.53,Kenwood Academy,"Chicago, IL",Stanford,477 mi.,12,1.6K,1.5K,nan,nan
Omar Graham Jr.,2022 - present,LB / 6-0 / 219,Redshirt Freshman,19,87.53,Stranahan,"Fort Lauderdale, FL",Utah,389 mi.,25,5.5K,5.1K,9.9K,$110K
Leyton Nelson,2022 - present,OT / 6-6 / 276,Sophomore,19,87.53,Boone,"Orlando, FL",Oklahoma State,614 mi.,25,1.2K,1.4K,nan,nan
Aubrey Smith,2023 - present,LB / 6-2 / 220,Sophomore,-,87.50,Buford,"Buford, GA",Texas Tech,1233 mi.,14,2.2K,1.2K,247,nan
James Monds III,2022 - present,CB / 5-10 / 177,Redshirt Freshman,19,87.50,Fort Pierce Westwood,"Fort Pierce, FL",Virginia Tech,872 mi.,25,13.4K,6.9K,10.3K,nan
Santana Hopper,2022 - present,DL / 6-1 / 257,Redshirt Freshman,19,87.50,Shelby,"Shelby, NC",Florida,37 mi.,15,nan,nan,nan,nan
Jojo Bermudez,nan,WR / 5-9 / 161,nan,nan,87.45,Cedar Creek,"Egg Harbor City, NJ",Vanderbilt,529 mi.,10,nan,1.2K,nan,nan
Joshua Thompson,2022 - present,CB / 6-1 / 199,Sophomore,19,87.40,St. John's,"Washington, DC",Indiana,2430 mi.,15,2.8K,773,879,nan
Larry Simmons,2022 - present,WR / 6-2 / 175,Redshirt Freshman,20,87.40,Moss Point,"Moss Point, MS",nan,269 mi.,11,538,1.5K,nan,$65K
Izaiah Reed,2022 - present,IOL / 6-6 / 295,Redshirt Freshman,19,87.39,Jackson North Side,"Jackson, TN",Nebraska,252 mi.,4,961,572,nan,nan
Francois Nolton,2022 - present,DL / 6-2.75 / 226.8,Redshirt Freshman,20,87.38,Edison,"Miami, FL",Florida State,1215 mi.,20,14.2K,2K,11,nan
Ryland Gandy,2022 - present,CB / 6-0 / 172,Redshirt Freshman,20,87.38,Buford,"Buford, GA",Vanderbilt,493 mi.,23,2.1K,1.5K,nan,nan
Shone Washington,nan,DL / 6-4 / 309,nan,nan,87.38,Warren Easton,"New Orleans, LA",Colorado,483 mi.,18,5.8K,3.1K,1,nan
Damien Martinez,2022 - present,RB / 5-10 / 217,Sophomore,19,87.38,Lewisville,"Lewisville, TX",Indiana,1615 mi.,5,1.4K,2.8K,62,$529K
Damonic Williams,2022 - present,DL / 6-1 / 317,Sophomore,19,87.38,Bishop Alemany,"Mission Hills, CA",Appalachian State,1219 mi.,16,4K,1.2K,nan,nan
Dominique McKenzie,nan,WR / 5-11 / 158,nan,nan,87.38,nan,nan,Cincinnati,234 mi.,17,1.4K,874,142,nan
Jordan Crook,2022 - present,LB / 6-0 / 225,Sophomore,19,87.35,Duncanville,"Duncanville, TX",Stanford,283 mi.,25,18.5K,6.3K,43K,$69K
Ashton Hayes,2023 - present,RB / 5-11 / 180,Sophomore,20,87.35,Damonte Ranch,"Reno, NV",Ole Miss,176 mi.,16,-,502,271,nan
Mason Taylor,2022 - present,TE / 6-4.5 / 230,Sophomore,19,87.33,St. Thomas Aquinas,"Fort Lauderdale, FL",Louisville,735 mi.,16,18.2K,3K,nan,$93K
Tevin Carter,2022 - present,QB / 6-3 / 228,Redshirt Freshman,20,87.33,Freedom Prep Academy,"Memphis, TN",Syracuse,0 mi.,24,4K,3.7K,2.7K,nan
Mekhi Miller,2022 - present,WR / 6-1 / 189,Sophomore,19,87.33,Blue Valley North,"Topeka, KS",Pittsburgh,186 mi.,11,1,1.9K,nan,nan
Malik Spencer,2022 - present,S / 6-2 / 193,Sophomore,20,87.33,Buford,"Buford, GA",Georgia,597 mi.,19,5.4K,1.7K,6,nan
Curlee Thomas,2022 - present,LB / 6-4 / 240,Redshirt Freshman,19,87.33,Nolan Catholic,"Fort Worth, TX",Oregon State,1446 mi.,25,nan,2.2K,nan,nan
Timi Gagophien,nan,OT / 6-6 / 290,nan,nan,87.33,nan,nan,TCU,468 mi.,12,1.3K,980,nan,nan
Micah Pollard,2022 - present,LB / 6-3 / 200,Sophomore,19,87.33,Bartram Trail,"Jacksonville, FL",BYU,834 mi.,24,3.3K,2.7K,185,$67K
Will Hardy,2022 - present,S / 6-2 / 185,Sophomore,-,87.33,Greater Atlanta Christian School,"Norcross, GA",Arkansas,324 mi.,15,nan,1.6K,nan,nan
Cameron Epps,2022 - present,CB / 6-2 / 180,Redshirt Freshman,19,87.33,Chaminade,"Saint Louis, MO",California,415 mi.,1,3.7K,795,nan,nan
Devan Thompkins,2022 - present,DL / 6-5 / 220,Redshirt Freshman,19,87.33,Edison,"Stockton, CA",LSU,324 mi.,11,1.8K,873,nan,nan
Jocelyn Malaska,2022 - present,CB / 6-2 / 170,Redshirt Freshman,-,87.31,Bethany,"Bethany, OK",Memphis,854 mi.,6,21K,1.5K,3.2K,nan
Rocco Becht,2022 - present,QB / 6-1 / 194,Redshirt Freshman,19,87.31,Wiregrass Ranch,"Zephyrhills, FL",Missouri,1150 mi.,14,3.1K,3.9K,378,nan
Jaylen Thompson,nan,RB / 5-8 / 195,nan,nan,87.30,nan,nan,Michigan State,nan,nan,4.1K,875,nan,nan
Lance Holtzclaw,2022 - present,EDGE / 6-4 / 200,Redshirt Freshman,19,87.30,Desert Ridge,"Mesa, AZ",California,1121 mi.,13,3.1K,1.5K,nan,nan
Cedric Roberts,nan,DL / 6-3 / 275,nan,nan,87.30,Hendrickson,"Pflugerville, TX",Ole Miss,331 mi.,4,2K,9.6K,nan,nan
Dylan Dixson,nan,S / 6-2 / 190,nan,nan,87.30,Pearland,"Pearland, TX",Michigan,918 mi.,1,3K,1.5K,4.4K,nan
Falentha Carswell,nan,OT / 6-6 / 275,nan,nan,87.30,Washington County,"Sandersville, GA",North Carolina,392 mi.,4,nan,855,nan,nan
Anthony Hankerson,2022 - present,RB / 5-9 / 190,Sophomore,-,87.28,St. Thomas Aquinas,"Boynton Beach, FL",Oklahoma State,1716 mi.,21,6.5K,2.1K,nan,nan
Jalen Farmer,2022 - present,IOL / 6-4 / 300,Redshirt Freshman,19,87.28,Eastside,"Covington, GA",USC,285 mi.,7,nan,1.4K,nan,$74K
Jack Nickel,2022 - present,TE / 6-4 / 230,Redshirt Freshman,19,87.25,Milton,"Alpharetta, GA",Utah,596 mi.,25,2.9K,2.4K,1,nan
Lucas Taylor,2023 - present,IOL / 6-5 / 310,Sophomore,19,87.25,St. Paul's Episcopal,"Mobile, AL",Iowa State,192 mi.,15,nan,2.5K,nan,nan
Drew Bobo,2022 - present,IOL / 6-5 / 300,Redshirt Freshman,19,87.25,Auburn,"Auburn, AL",USC,161 mi.,11,3.4K,2.3K,3.4K,$74K
Tobi Osunsanmi,2022 - present,LB / 6-2 / 210,Redshirt Freshman,19,87.24,East,"Wichita, KS",nan,107 mi.,2,nan,866,nan,nan
Cael Vanderbush,2022 - present,TE / 6-6 / 200,Sophomore,20,87.22,Plainfield,"Plainfield, IN",Washington,297 mi.,4,-,704,nan,nan
Ka'eo Akana,2022 - present,EDGE / 6-3 / 205,Redshirt Freshman,19,87.20,President Theodore Roosevelt,"Honolulu, HI",Oklahoma,2990 mi.,14,1,867,nan,nan
Nick Herzog,2022 - present,OT / 6-4 / 262,Sophomore,20,87.20,Blue Valley,"Stilwell, KS",Colorado,429 mi.,10,1K,904,nan,nan
James Jointer,2023 - present,RB / 6-0 / 210,Redshirt Freshman,19,87.17,Parkview Magnet,"Little Rock, AR",Ole Miss,127 mi.,25,10.2K,5.4K,1.3K,nan
Taariq Al-Uqdah,2022 - present,LB / 5-9.5 / 218,Redshirt Freshman,21,87.17,Inglewood,"Inglewood, CA",Colorado,884 mi.,9,5.2K,876,820,nan
Deuce Caldwell,2022 - present,LB / 6-1 / 210,Sophomore,-,87.17,Mauldin,"Mauldin, SC",Florida,201 mi.,25,nan,2.7K,nan,nan
Quentel Jones,nan,DL / 6-2 / 260,nan,-,87.17,Peach County,"Fort Valley, GA",Michigan State,378 mi.,19,nan,1.4K,nan,nan
Lorenzell Dubose,2022 - present,CB / 6-0 / 175,Redshirt Freshman,20,87.17,Neville,"Monroe, LA",Mississippi State,158 mi.,3,2.6K,1.3K,5.9K,nan
Jameson Wharton,2022 - present,CB / 6-1 / 175,Sophomore,-,87.17,Hendersonville,"Hendersonville, TN",Georgia,16 mi.,1,nan,nan,nan,nan
Andre Roye,2022 - present,OT / 6-5 / 322,Redshirt Freshman,20,87.15,St. Frances Academy,"Baltimore, MD",Kansas State,26 mi.,14,4.1K,1.3K,nan,nan
Luther Richesson,nan,QB / 6-3 / 212,nan,nan,87.15,Lipscomb Academy,"Nashville, TN",Iowa,238 mi.,6,nan,844,nan,nan
R.J. Moss,nan,DL / 6-3 / 242,nan,nan,87.15,nan,nan,Utah,57 mi.,13,5.1K,1.2K,2.7K,nan
Joseph Himon II,2022 - present,RB / 5-9 / 175,Sophomore,19,87.13,Pulaski Academy,"Little Rock, AR",Northwestern,562 mi.,17,7.7K,2.1K,nan,nan
Jonah Savaiinaea,2022 - present,IOL / 6-3 / 330,Sophomore,-,87.13,St Louis School,"Honolulu, HI",Arkansas,2963 mi.,8,2K,nan,2.2K,nan
Kajuan Banks,2022 - present,S / 5-10 / 178,Sophomore,19,87.13,Amos P. Godby,"Tallahassee, FL",Washington State,310 mi.,19,5.9K,1.9K,nan,nan
Brian Allen,2022 - present,DL / 6-4 / 250,Redshirt Freshman,19,87.13,St. Thomas More,"Woodstock, IL",North Carolina,161 mi.,12,1.8K,1.8K,1.2K,nan
Mansoor Delane,2022 - present,CB / 6-1 / 178,Sophomore,19,87.13,Archbishop Spalding,"Severn, MD",Kentucky,240 mi.,4,14.5K,3.5K,168K,$167K
Jordan McDonald,2022 - present,RB / 6-1 / 215,Sophomore,20,87.10,Milton,"Alpharetta, GA",Louisiana,423 mi.,25,nan,2.1K,nan,nan
Victor Jones Jr.,2023 - present,WR / 6-1 / 190,Redshirt Freshman,19,87.10,Olympia,"Orlando, FL",Vanderbilt,1210 mi.,13,632,2.9K,nan,nan
Raleigh Collins III,2022 - present,S / 6-3 / 185,Redshirt Freshman,19,87.10,Neumann Goretti,"Philadelphia, PA",Maryland,260 mi.,13,4.5K,2.2K,20K,nan
BJ Elston,nan,CB / 6-0 / 210,nan,-,87.10,Gulf Shores ,"Gulf Shores, AL",Cincinnati,862 mi.,2,nan,1K,nan,nan
Dylan Frazier,2022 - present,DL / 6-5 / 250,Redshirt Freshman,20,87.08,McKinney North,"McKinney, TX",South Alabama,30 mi.,9,1.5K,1K,114,nan
Kenji Swanson,nan,OT / 6-6 / 307,nan,20,87.08,Sierra Canyon,"Chatsworth, CA",Northwestern,294 mi.,18,3.1K,nan,nan,nan
Cade McConnell,2022 - present,IOL / 6-5 / 296,Sophomore,20,87.08,Choctaw,"Choctaw, OK",Arizona,691 mi.,9,2K,1.8K,23K,nan
Tyrus Washington,2022 - present,TE / 6-4 / 230,Redshirt Freshman,19,87.08,Lee County,"Leesburg, GA",South Carolina,635 mi.,23,nan,nan,nan,nan
Jaziun Patterson,2022 - present,RB / 5-10.5 / 190,Redshirt Freshman,19,87.05,Deerfield Beach,"Deerfield Beach, FL",Iowa,1241 mi.,25,-,1.6K,37,nan
Zach Evans,2022 - present,RB / 5-9 / 200,Sophomore,19,87.05,Rockwall-Heath,"Rockwall, TX",Virginia Tech,854 mi.,16,2.6K,1.6K,421,nan
Brian Dilworth,2022 - present,CB / 6-0 / 175,Redshirt Freshman,-,87.05,Chaminade-Madonna Prep,"Hollywood, FL",UCF,1254 mi.,4,14.6K,688,nan,nan
Xavier Chaplin,2022 - present,IOL / 6-6 / 312,Redshirt Freshman,-,87.03,Whale Branch,"Seabrook, SC",Nebraska,325 mi.,2,515,321,35,nan
Elijah Mc-Cantos,2022 - present,CB / 6-1 / 170,Redshirt Freshman,-,87.03,Edison,"Miami, FL",West Virginia,1089 mi.,17,4.5K,1.4K,3.1K,nan
Benji Gosnell,2022 - present,TE / 6-5 / 247,Redshirt Freshman,20,87.00,Carroll County,"Pilot Mountain, NC",Texas Tech,59 mi.,18,3.4K,2.3K,313,nan
Ethan Green,2022 - present,OT / 6-7 / 255,Redshirt Freshman,-,86.97,Fremont Ross,"Fremont, OH",SMU,172 mi.,9,nan,nan,nan,nan
Avery Sledge,2022 - present,LB / 6-3 / 210,Redshirt Freshman,-,86.96,Forrest County Agricultural,"Brooklyn, MS",Stanford,165 mi.,2,nan,427,nan,nan
Jordaan Bailey,nan,RB / 6-0 / 160,nan,nan,86.95,nan,nan,Minnesota,876 mi.,15,3.7K,485,nan,nan
Carter Smith,2022 - present,OT / 6-6 / 270,Redshirt Freshman,19,86.95,Olentangy Liberty,"Powell, OH",Arkansas,194 mi.,25,nan,1.2K,nan,nan
Sioape Vatikani,2022 - present,IOL / 6-3 / 260,Sophomore,19,86.92,Bishop Manogue,"Reno, NV",Iowa,176 mi.,14,1.5K,925,nan,nan
