NAME,EXP,POS_HEI_WEI,GRADE,AGE,SKILL,HISCH,HOTOWN,STARCOLL,COLLDIST,NUMOFF,INSTA,TWIT,TIK,NILVAL
Emaree Winston,nan,TE / 6-3 / 230,nan,nan,90.70,nan,nan,Ohio State,401 mi.,25,22K,1.8K,85,nan
Jourdin Crawford,nan,DL / 6-1.5 / 310,nan,nan,90.64,nan,nan,Alabama,53 mi.,25,1K,2.1K,nan,nan
Dallas Golden,nan,S / 6-1 / 165,nan,nan,90.63,nan,nan,Florida State,202 mi.,22,2.2K,1K,661,nan
Michael Thomas,nan,WR / 5-10 / 185,nan,nan,90.61,nan,nan,Rutgers,55 mi.,14,nan,694,nan,nan
Jonathan Epperson,nan,LB / 6-0 / 190,nan,nan,90.58,nan,nan,Oregon,227 mi.,10,849,462,573,nan
Byron Louis,nan,RB / 6-0 / 208,nan,nan,90.54,nan,nan,Miami,27 mi.,25,nan,1.7K,nan,nan
Gavin Nix,nan,LB / 6-0 / 226,nan,nan,90.52,nan,nan,Florida,155 mi.,23,3.7K,1.3K,nan,nan
Jaylen Williams,nan,DL / 6-6 / 280,nan,nan,90.51,nan,nan,Illinois,138 mi.,17,nan,1.4K,nan,nan
Gracen Harris,nan,WR / 5-9 / 160,nan,nan,90.51,nan,nan,Oklahoma,205 mi.,12,3.2K,1.9K,nan,nan
Brayden Jacobs,nan,OT / 6-5.5 / 310,nan,nan,90.49,nan,nan,South Carolina,172 mi.,23,nan,1.8K,nan,nan
Antonio Coleman,nan,DL / 6-2 / 265,nan,nan,90.47,nan,nan,Alabama,162 mi.,20,17.6K,908,nan,$64K
CJ Smith,nan,LB / 6-1 / 210,nan,nan,90.43,nan,nan,Penn State,124 mi.,22,281,793,nan,nan
Ziyare Addison,nan,OT / 6-5 / 270,nan,nan,90.43,nan,nan,Florida State,202 mi.,19,1.9K,797,474,nan
Sael Reyes,nan,S / 6-0 / 190,nan,nan,90.41,nan,nan,Texas A&M,654 mi.,24,2.7K,1.1K,nan,nan
Bryce Jenkins,nan,DL / 6-4 / 312,nan,nan,90.38,nan,nan,South Carolina,406 mi.,17,1.6K,182,686,nan
Julian Marks,nan,DL / 6-7 / 255,nan,nan,90.38,nan,nan,Missouri,132 mi.,25,3.5K,1.9K,nan,nan
Brock Schott,nan,TE / 6-4 / 210,nan,nan,90.37,nan,nan,Ball State,77 mi.,21,732,920,nan,nan
Michael Tollefson,nan,QB / 6-1 / 185,nan,nan,90.35,nan,nan,Arizona State,329 mi.,19,3.9K,1.4K,754,$64K
Devin Harper,nan,IOL / 6-5 / 287,nan,nan,90.33,nan,nan,LSU,209 mi.,20,984,1.1K,335,nan
Quintin Simmons,nan,WR / 6-0 / 170,nan,nan,90.33,nan,nan,Penn State,371 mi.,18,1K,513,891,nan
Tony Williams,nan,S / 6-2 / 185,nan,nan,90.33,nan,nan,Florida Atlantic,25 mi.,19,1.5K,567,573,nan
Deion Deblanc,nan,WR / 5-10 / 175,nan,nan,90.33,nan,nan,Houston,0 mi.,10,nan,1K,nan,nan
Cooper Perry,nan,WR / 6-2 / 180,nan,nan,90.32,nan,nan,Notre Dame,1505 mi.,17,1.9K,575,nan,nan
Kevin Sperry,nan,QB / 6-1 / 185,nan,nan,90.30,nan,nan,Oklahoma,7462 mi.,21,854,4.3K,nan,$62K
Tanook Hines,nan,WR / 6-1 / 170,nan,nan,90.29,nan,nan,Texas,147 mi.,25,1.4K,1.1K,917,nan
Christian Thatcher,nan,LB / 6-2 / 200,nan,nan,90.27,nan,nan,Oklahoma,1002 mi.,22,1.3K,925,176,nan
Bryce Fitzgerald,nan,S / 6-1 / 175,nan,nan,90.27,nan,nan,Miami,5 mi.,13,1.6K,306,3.2K,nan
Waden Charles,nan,WR / 6-3 / 185,nan,nan,90.24,nan,nan,Miami,55 mi.,19,2K,1.1K,nan,nan
Demetris Dean,nan,IOL / 6-4 / 240,nan,nan,90.24,nan,nan,Houston,112 mi.,5,-,191,nan,nan
C.J. May,nan,EDGE / 6-4 / 225,nan,nan,90.20,nan,nan,Auburn,62 mi.,25,1.4K,924,352K,$89K
Keelon Russell,nan,QB / 6-2.5 / 175,nan,nan,90.19,nan,nan,SMU,11 mi.,10,2.2K,1.1K,nan,nan
Kalen Edwards,nan,IOL / 6-4 / 325,nan,nan,90.18,nan,nan,Tennessee,305 mi.,11,190,240,nan,nan
Jett White,nan,CB / 6-1.5 / 165,nan,nan,90.15,nan,nan,USC,2327 mi.,25,10.6K,2.6K,nan,nan
Brandon Brown,nan,DL / 6-2 / 275,nan,nan,90.15,nan,nan,Miami,162 mi.,25,2.4K,1.1K,nan,nan
Ryan Montgomery,nan,QB / 6-3 / 210,nan,nan,90.13,nan,nan,Ohio State,73 mi.,25,1.5K,4K,nan,nan
Jack VanDorselaer,nan,TE / 6-4 / 225,nan,nan,90.12,nan,nan,Baylor,97 mi.,25,2.1K,1.3K,244,nan
LaMason Waller,nan,WR / 6-2 / 170,nan,nan,90.10,nan,nan,Oregon,737 mi.,25,5.3K,3.1K,nan,nan
Kobi Foreman,nan,ATH / 5-11 / 165,nan,nan,90.10,nan,nan,SMU,13 mi.,11,2.5K,686,nan,nan
Isaiah Gibson,nan,EDGE / 6-5 / 257,nan,nan,90.10,nan,nan,South Carolina,179 mi.,19,-,622,nan,nan
Alex Payne,nan,OT / 6-5 / 260,nan,nan,90.10,nan,nan,North Carolina,293 mi.,15,63,591,nan,nan
Adonyss Currie,nan,CB / 6-3 / 174,nan,nan,90.09,nan,nan,San Diego State,150 mi.,21,649,553,nan,nan
Kelvion Riggins,nan,LB / 5-11.5 / 205,nan,nan,90.08,nan,nan,Texas A&M,147 mi.,25,2.7K,3.7K,nan,nan
Daylon Singleton,nan,WR / 5-9 / 150,nan,nan,90.06,nan,nan,SMU,13 mi.,9,8.9K,1.6K,nan,nan
Jaylon Coleman,nan,RB / 5-8 / 150,nan,nan,90.06,nan,nan,Southern University,61 mi.,9,nan,853,nan,nan
Caden Knighten,nan,RB / 6-0 / 190,nan,nan,90.06,nan,nan,Vanderbilt,594 mi.,11,2.4K,975,nan,nan
Thomas Meyer,nan,TE / 6-5 / 210,nan,nan,90.05,nan,nan,Iowa,141 mi.,8,325,342,nan,nan
Kamare Williams,nan,WR / 6-4 / 174,nan,nan,90.05,nan,nan,Miami,55 mi.,11,3.5K,594,nan,nan
Tyren Polley,nan,S / 5-11 / 180,nan,nan,90.04,nan,nan,Arkansas,283 mi.,9,545,1.2K,nan,nan
Anson Lewis,nan,WR / 6-2 / 190,nan,nan,90.04,nan,nan,Ole Miss,217 mi.,7,1.1K,401,nan,nan
Kiandrea Barker,nan,RB / 5-11.5 / 185,nan,nan,89.98,nan,nan,Penn State,859 mi.,15,15.6K,1.6K,4.8K,$63K
Logan Schram,nan,OT / 6-6 / 315,nan,nan,89.98,nan,nan,Baylor,148 mi.,13,1.1K,572,nan,nan
Rickey Stewart Jr.,nan,RB / 5-11 / 180,nan,nan,89.97,nan,nan,SMU,94 mi.,18,nan,813,nan,nan
Messiah Delhomme,nan,S / 6-1 / 200,nan,nan,89.96,nan,nan,Michigan,533 mi.,8,1.5K,522,1.4K,nan
Malik Washington,nan,QB / 6-3.5 / 200,nan,nan,89.96,nan,nan,Penn State,124 mi.,10,6.3K,1.2K,nan,nan
Elijah Melendez,nan,LB / 6-2 / 220,nan,nan,89.96,nan,nan,Florida,107 mi.,25,1K,1.1K,nan,nan
Brett Clatterbaugh,nan,LB / 6-2 / 220,nan,nan,89.95,nan,nan,Virginia Tech,156 mi.,22,1.4K,1.5K,nan,nan
Dreyden Garner,nan,ATH / 6-0 / 185,nan,nan,89.93,nan,nan,Oklahoma State,1169 mi.,10,1.2K,755,nan,nan
Justin Thurman,nan,RB / 6-0 / 180,nan,nan,89.91,nan,nan,Notre Dame,971 mi.,25,1.3K,1.3K,nan,nan
Ethan Pritchard,nan,LB / 6-1 / 180,nan,nan,89.90,nan,nan,UCF,20 mi.,25,-,1.2K,nan,nan
Jamarion Parker,nan,RB / 6-0 / 185,nan,nan,89.89,nan,nan,Arkansas,278 mi.,25,nan,1.3K,nan,nan
Ryan Ghea,nan,TE / 6-5 / 228,nan,nan,89.89,nan,nan,Georgia Tech,27 mi.,25,-,1.8K,nan,nan
Tae Harris,nan,CB / 6-0 / 180,nan,nan,89.82,nan,nan,Georgia,110 mi.,7,nan,276,nan,nan
Jayden Gloston,nan,CB / 6-0 / 175,nan,nan,89.81,nan,nan,Texas Tech,662 mi.,9,989,313,305,nan
Xavier Newsom,nan,TE / 6-5 / 220,nan,nan,89.81,nan,nan,Michigan,41 mi.,13,-,317,nan,nan
Matthew Johnson,nan,DL / 6-5 / 215,nan,nan,89.81,nan,nan,California,16 mi.,13,nan,553,nan,nan
Taz Williams Jr.,nan,WR / 6-1 / 180,nan,nan,89.77,nan,nan,Texas,165 mi.,25,13.2K,4.6K,33K,nan
Jaimier Scott,nan,CB / 6-0 / 185,nan,nan,89.76,nan,nan,Penn State,371 mi.,20,520,851,953,nan
Kendall Daniels,nan,S / 6-3 / 187,nan,nan,89.75,nan,nan,Old Dominion,0 mi.,23,-,737,nan,nan
Omarion Robinson,nan,S / 6-0 / 170,nan,nan,89.72,nan,nan,Arkansas,127 mi.,19,nan,1.2K,nan,nan
Jonte Newman,nan,OT / 6-4 / 275,nan,nan,89.70,nan,nan,Texas,126 mi.,10,-,403,419,nan
Kole Briehler,nan,DL / 6-2 / 263,nan,nan,89.69,nan,nan,Rutgers,23 mi.,18,1.1K,786,nan,nan
Russell Babineaux,nan,WR / 5-8 / 157,nan,nan,89.68,nan,nan,LSU,51 mi.,13,2.2K,712,919,nan
Brett Bordelon,nan,IOL / 6-4 / 280,nan,nan,89.68,nan,nan,LSU,73 mi.,25,3.7K,357,nan,nan
Randy Adirika,nan,DL / 6-5 / 248,nan,nan,89.67,nan,nan,Louisville,917 mi.,8,1K,178,928,nan
Trynae Washington,nan,ATH / 6-3 / 205,nan,nan,89.67,nan,nan,Oklahoma,22 mi.,7,228,449,142,nan
Damien Shanklin,nan,EDGE / 6-5 / 210,nan,nan,89.64,nan,nan,Indiana,51 mi.,16,2.1K,753,nan,nan
Antonio Branch,nan,CB / 6-2 / 175,nan,nan,89.63,nan,nan,Miami,5 mi.,8,nan,398,nan,nan
Kelvin Crawford,nan,WR / 6-2 / 180,nan,nan,89.63,nan,nan,Florida A&M,28 mi.,13,nan,464,nan,nan
Jovarious Lundy,nan,S / 5-10 / 150,nan,nan,89.62,nan,nan,FIU,199 mi.,13,688,675,-,nan
De'zie Jones,nan,WR / 5-10 / 175,nan,nan,89.62,nan,nan,Penn State,190 mi.,16,nan,578,nan,nan
Dilan Battle,nan,DL / 6-2 / 315,nan,nan,89.62,nan,nan,TCU,14 mi.,19,723,464,57,nan
Bryce Baker,nan,QB / 6-3 / 185,nan,nan,89.61,nan,nan,North Carolina,59 mi.,12,1.6K,888,nan,nan
Max Buchanan,nan,IOL / 6-4 / 275,nan,nan,89.60,nan,nan,Florida State,206 mi.,22,1.4K,1.4K,104,nan
Josiah Abdullah,nan,WR / 5-10 / 175,nan,nan,89.59,nan,nan,Tennessee,155 mi.,25,9.8K,1.5K,12.5K,nan
Koby Howard,nan,WR / 5-11.5 / 175,nan,nan,89.57,nan,nan,Florida,-,25,1.2K,2.1K,262,nan
Antonio Walton,nan,ATH / 5-9 / 160,nan,nan,89.56,nan,nan,Utah,584 mi.,5,1.4K,157,nan,nan
Kevin Wynn,nan,DL / 6-3 / 320,nan,nan,89.55,nan,nan,Georgia,31 mi.,8,nan,232,nan,nan
Dillon Alfred,nan,WR / 6-0 / 167,nan,nan,89.53,nan,nan,Ole Miss,275 mi.,15,276,969,nan,nan
Matty Augustine,nan,OT / 6-7 / 265,nan,nan,89.49,nan,nan,Notre Dame,656 mi.,25,1.1K,676,nan,nan
CJ Wiley,nan,WR / 6-4 / 188,nan,nan,89.48,nan,nan,Georgia,-,25,831,1.1K,nan,nan
Cameron Miller,nan,CB / 5-10 / 165,nan,nan,89.47,nan,nan,Penn State,176 mi.,20,3.7K,1.1K,nan,nan
Jaylen Mosley,nan,S / 6-0 / 185,nan,nan,89.46,nan,nan,Ole Miss,92 mi.,18,nan,569,nan,nan
Bobby Kanka,nan,DL / 6-4 / 263,nan,nan,89.41,nan,nan,Michigan,21 mi.,13,1K,877,nan,nan
Dayshaun Burnett,nan,LB / 6-3 / 217,nan,nan,89.40,nan,nan,Penn State,112 mi.,16,nan,741,nan,nan
Darnell Williams,nan,ATH / 5-11 / 175,nan,nan,89.36,nan,nan,Ole Miss,269 mi.,5,1K,488,1.1K,nan
Madden Iamaleava,nan,QB / 6-3 / 185,nan,nan,89.36,nan,nan,TCU,1206 mi.,16,14.5K,1.6K,nan,nan
Zion Williams,nan,DL / 6-4 / 296,nan,nan,89.36,nan,nan,Texas,196 mi.,15,-,455,nan,nan
John Forster,nan,RB / 5-10 / 185,nan,nan,89.35,nan,nan,Penn State,200 mi.,14,2.6K,902,1.2K,nan
Ezekiel Marcelin,nan,LB / 6-1 / 195,nan,nan,89.35,nan,nan,Miami,5 mi.,11,3.2K,869,556,nan
Zion Johnson,nan,RB / 5-9 / 175,nan,nan,89.34,nan,nan,Kentucky,310 mi.,11,1.5K,391,nan,nan
Bobby Ross,nan,ATH / 6-4 / 200,nan,nan,89.34,nan,nan,Texas Tech,0 mi.,1,nan,398,nan,nan
Jason Dowell,nan,DL / 6-4 / 285,nan,nan,89.30,nan,nan,Illinois,146 mi.,13,486,481,nan,nan
Brady O'Hara,nan,TE / 6-6 / 241,nan,nan,89.30,nan,nan,Penn State,112 mi.,6,nan,484,nan,nan
Rowan Byrne,nan,OT / 6-6 / 290,nan,nan,89.29,nan,nan,Rutgers,44 mi.,25,1.4K,1.2K,nan,nan
Jewelous Walls,nan,EDGE / 6-3 / 225,nan,nan,89.22,nan,nan,California,26 mi.,8,1.7K,461,nan,nan
Kevyn Humes,nan,CB / 5-11 / 170,nan,nan,89.21,nan,nan,Maryland,26 mi.,25,683,1.5K,nan,nan
Logan Powell,nan,IOL / 6-5 / 240,nan,nan,89.18,nan,nan,USC,366 mi.,14,484,719,nan,nan
Iverson Howard,nan,RB / 5-10 / 180,nan,nan,89.16,nan,nan,Maryland,16 mi.,23,2.6K,1.4K,803,nan
Micah Matthews,nan,ATH / 6-2 / 200,nan,nan,89.13,nan,nan,Virginia Tech,107 mi.,7,13.2K,866,5.4K,nan
Logan Brooking,nan,TE / 6-4 / 235,nan,nan,89.11,nan,nan,South Carolina,132 mi.,25,911,889,977,nan
Malachi Curvey,nan,LB / 6-3 / 195,nan,nan,89.11,nan,nan,Iowa State,33 mi.,6,890,598,492,nan
Darius Afalava,nan,OT / 6-5 / 280,nan,nan,89.11,nan,nan,LSU,1351 mi.,15,496,464,nan,nan
Michael Roeske,nan,OT / 6-7 / 280,nan,nan,89.10,nan,nan,Wisconsin,68 mi.,6,60,330,nan,nan
Dante McClellan,nan,LB / 6-3 / 200,nan,nan,89.10,nan,nan,Akron,19 mi.,13,1.3K,3,nan,nan
Gabe Kaminski,nan,EDGE / 6-3 / 215,nan,nan,89.09,nan,nan,Notre Dame,85 mi.,14,1.1K,813,nan,nan
Chinedu Onyeagoro,nan,EDGE / 6-4 / 215,nan,nan,89.08,nan,nan,Arizona State,366 mi.,6,810,597,244,nan
Charlie Hoitink,nan,IOL / 6-4 / 305,nan,nan,89.05,nan,nan,Stanford,1817 mi.,10,nan,2.3K,nan,nan
Kaden Strayhorn,nan,IOL / 6-3 / 290,nan,nan,89.05,nan,nan,Michigan State,51 mi.,20,6K,2.4K,7.6K,nan
Austin Alexander,nan,EDGE / 6-3 / 214,nan,nan,89.04,nan,nan,Notre Dame,201 mi.,16,3.6K,1.1K,nan,nan
Rasean Dinkins,nan,CB / 5-11 / 175,nan,nan,89.04,nan,nan,Florida State,154 mi.,9,-,616,nan,nan
Demetrius Brisbon Jr.,nan,ATH / 5-11 / 160,nan,nan,89.03,nan,nan,SMU,94 mi.,16,637,999,nan,nan
Lloyd Jones,nan,QB / 6-2.5 / 210,nan,nan,89.03,nan,nan,Colorado State,967 mi.,6,135,553,803,nan
Rukeem Stroud,nan,CB / 6-0 / 150,nan,nan,89.02,nan,nan,Middle Tennessee State,586 mi.,4,2.1K,283,nan,nan
Zadian Gentry,nan,CB / 6-1 / 165,nan,nan,89.00,nan,nan,SMU,30 mi.,25,2.2K,1.3K,nan,nan
Dash Beierly,nan,QB / 6-1 / 205,nan,nan,89.00,nan,nan,San Diego State,53 mi.,18,1.1K,664,nan,nan
Taeshawn Alston,nan,EDGE / 6-4 / 204,nan,nan,89.00,nan,nan,South Carolina,219 mi.,9,10.5K,444,nan,nan
Antonio Parker,nan,S / 6-0 / 160,nan,nan,89.00,nan,nan,Arkansas,278 mi.,13,630,602,nan,nan
Richmond Ugochukwu,nan,LB / 6-1 / 187,nan,nan,89.00,nan,nan,Baylor,101 mi.,5,nan,287,nan,nan
JD LaFleur,nan,TE / 6-6 / 230,nan,nan,89.00,nan,nan,LSU,134 mi.,7,nan,364,nan,nan
Quentin Murphy,nan,QB / 6-1 / 205,nan,nan,88.99,nan,nan,Ole Miss,162 mi.,13,5.9K,1.1K,nan,nan
Tre Fuller,nan,S / 6-0 / 178,nan,nan,88.99,nan,nan,Louisiana-Monroe,96 mi.,8,2.9K,1.5K,nan,nan
Adam Schobel,nan,QB / 6-5 / 195,nan,nan,88.97,nan,nan,Baylor,127 mi.,4,688,508,260,nan
Terrance Edwards,nan,CB / 6-0 / 168,nan,nan,88.96,nan,nan,Virginia Tech,166 mi.,24,2.2K,1.6K,nan,nan
Shamar Arnoux,nan,CB / 6-1 / 175,nan,nan,88.94,nan,nan,Tennessee,128 mi.,25,13.5K,1.5K,nan,nan
Kamren Flowers,nan,WR / 6-0 / 160,nan,nan,88.85,nan,nan,Michigan State,45 mi.,11,-,572,nan,nan
CJ Jimcoily,nan,S / 6-3 / 200,nan,nan,88.78,nan,nan,Louisville,155 mi.,25,nan,1.2K,nan,nan
Caleb Williams,nan,DL / 6-6 / 260,nan,nan,88.78,nan,nan,Virginia Tech,155 mi.,16,1.6K,777,nan,nan
DL Hardison,nan,WR / 5-10 / 160,nan,nan,88.77,nan,nan,Florida State,272 mi.,13,1.4K,1K,90,nan
Justin Baker,nan,RB / 5-9 / 200,nan,nan,88.76,nan,nan,Michigan,563 mi.,22,-,1.1K,1K,nan
Charles Bass,nan,CB / 6-2 / 180,nan,nan,88.74,nan,nan,Missouri,111 mi.,17,951,924,nan,nan
Ethan Long,nan,S / 6-2 / 185,nan,nan,88.74,nan,nan,Notre Dame,684 mi.,18,3.3K,782,nan,nan
Stone Saunders,nan,QB / 6-1 / 195,nan,nan,88.71,nan,nan,Kentucky,436 mi.,25,6.1K,3.4K,2K,nan
Adam Shovlin,nan,DL / 6-4 / 235,nan,nan,88.70,nan,nan,Penn State,115 mi.,21,1.2K,876,284,nan
Eli Owens,nan,TE / 6-2 / 230,nan,nan,88.70,nan,nan,Tennessee,12 mi.,23,2K,2.1K,676,nan
Hardy Watts,nan,IOL / 6-5 / 275,nan,nan,88.70,nan,nan,Penn State,361 mi.,11,1.5K,346,nan,nan
EJ Colson,nan,QB / 6-0 / 195,nan,nan,88.65,nan,nan,UCF,319 mi.,16,9.6K,2K,nan,nan
Tiqwai Hayes,nan,RB / 5-10 / 190,nan,nan,88.64,nan,nan,Penn State,130 mi.,16,nan,1.2K,nan,nan
Jermichael Gillis,nan,S / 6-0 / 165,nan,nan,88.61,nan,nan,UCF,0 mi.,14,3.7K,551,525,nan
Phillip Wright III,nan,WR / 6-1 / 180,nan,nan,88.61,nan,nan,Mississippi State,255 mi.,10,2.2K,759,nan,nan
Cree Thomas,nan,CB / 6-1 / 170,nan,nan,88.61,nan,nan,Notre Dame,1517 mi.,9,1.6K,543,nan,nan
Samari Reed,nan,WR / 6-2 / 180,nan,nan,88.55,nan,nan,Penn State,5586 mi.,10,nan,368,nan,nan
Thomas Blackshear,nan,WR / 6-0.5 / 195,nan,nan,88.50,nan,nan,Georgia,188 mi.,15,nan,641,nan,nan
Joshua Moore,nan,WR / 6-3 / 170,nan,nan,88.48,nan,nan,Miami,20 mi.,20,1.1K,551,nan,nan
Santonyo Isaac,nan,WR / 6-0 / 160,nan,nan,88.42,nan,nan,UCF,78 mi.,15,2.4K,794,nan,nan
Draden Fullbright,nan,CB / 5-10 / 170,nan,nan,88.41,nan,nan,Georgia,183 mi.,9,1.2K,522,nan,nan
Emile Picarella,nan,QB / 6-2 / 210,nan,nan,88.41,nan,nan,Ole Miss,287 mi.,18,2.2K,2.4K,nan,nan
AJ Ia,nan,TE / 6-6 / 220,nan,nan,88.38,nan,nan,San Diego State,86 mi.,23,939,619,nan,nan
Alexander Shieldnight,nan,EDGE / 6-3 / 220,nan,nan,88.36,nan,nan,Oklahoma,117 mi.,9,nan,816,nan,nan
Jaquise Martin,nan,WR / 6-0 / 175,nan,nan,88.36,nan,nan,Texas Tech,381 mi.,8,-,830,nan,nan
Will Black,nan,OT / 6-7 / 285,nan,nan,88.36,nan,nan,Penn State,267 mi.,22,-,1.1K,nan,nan
Tramell Jones,nan,QB / 6-1 / 175,nan,nan,88.35,nan,nan,Florida State,155 mi.,10,nan,1.7K,nan,nan
D'Shaun Ford,nan,RB / 5-11.5 / 218,nan,nan,88.35,nan,nan,LSU,57 mi.,9,1.6K,550,106,nan
LaDainnian Martin,nan,RB / 5-10 / 164,nan,nan,88.34,nan,nan,Tennessee,119 mi.,4,602,370,nan,nan
Weston Port,nan,LB / 6-2 / 210,nan,nan,88.34,nan,nan,Michigan,1923 mi.,25,2K,2.4K,nan,nan
Vernell Brown III,nan,WR / 5-10.5 / 165,nan,nan,88.33,nan,nan,Florida,58 mi.,20,-,1.1K,330,nan
LaRue Zamorano,nan,CB / 6-2 / 175,nan,nan,88.33,nan,nan,USC,148 mi.,11,2.5K,707,nan,nan
Landon Rink,nan,DL / 6-1.5 / 260,nan,nan,88.30,nan,nan,Texas,126 mi.,21,2.1K,1.8K,nan,nan
Malik Autry,nan,DL / 6-5 / 285,nan,nan,88.30,nan,nan,Auburn,13 mi.,12,9.9K,991,930,nan
Davion Dixon,nan,DL / 6-3 / 305,nan,nan,88.27,nan,nan,Notre Dame,1148 mi.,25,-,1.3K,nan,nan
Michael Carroll,nan,IOL / 6-5 / 300,nan,nan,88.27,nan,nan,Penn State,150 mi.,13,nan,579,nan,nan
Riley Wormley,nan,RB / 5-9.5 / 170,nan,nan,88.25,nan,nan,Oklahoma,162 mi.,13,5K,1.1K,nan,nan
Christian Pierce,nan,LB / 6-0 / 210,nan,nan,88.24,nan,nan,Iowa,198 mi.,22,-,1.1K,nan,nan
Ja'Kayden Ferguson,nan,WR / 6-2 / 175,nan,nan,88.24,nan,nan,Houston,0 mi.,15,5.1K,994,nan,nan
Chamarryus Bomar,nan,CB / 6-0 / 180,nan,nan,88.22,nan,nan,Appalachian State,81 mi.,5,-,697,nan,nan
JJ Shelton,nan,LB / 6-1 / 190,nan,nan,88.22,nan,nan,SMU,0 mi.,25,468,843,nan,nan
Cedric Works,nan,EDGE / 6-5 / 215,nan,nan,88.22,nan,nan,West Virginia,220 mi.,10,2.8K,268,nan,nan
Michael Igbinoghene,nan,CB / 5-9 / 160,nan,nan,88.14,nan,nan,Ole Miss,174 mi.,5,1.2K,366,nan,nan
Javion Holiday,nan,CB / 6-1 / 180,nan,nan,88.09,nan,nan,SMU,11 mi.,15,2.7K,1.4K,nan,nan
Christopher Spence,nan,CB / 6-2 / 175,nan,nan,88.06,nan,nan,Virginia,110 mi.,17,1.8K,742,nan,nan
Jamar Malone,nan,QB / 6-0.5 / 205,nan,nan,88.06,nan,nan,California,665 mi.,17,1.4K,1.4K,428,nan
Gus Ritchey,nan,TE / 6-3 / 225,nan,nan,88.06,nan,nan,NC State,33 mi.,25,2.6K,2.5K,nan,nan
Brandon Thomas,nan,EDGE / 6-3 / 210,nan,nan,88.06,nan,nan,Penn State,124 mi.,25,1.3K,1.3K,nan,nan
Marquise Henderson,nan,RB / 5-11 / 172,nan,nan,88.06,nan,nan,Charlotte,113 mi.,14,1.2K,632,nan,nan
Timothy Merritt,nan,CB / 6-2 / 180,nan,nan,88.06,nan,nan,Tennessee,235 mi.,16,nan,295,nan,nan
Taren Hedrick,nan,OT / 6-5 / 305,nan,nan,88.03,nan,nan,Iowa State,229 mi.,8,413,457,nan,nan
Wyatt Becker,nan,QB / 6-2 / 180,nan,nan,88.00,nan,nan,Arizona State,361 mi.,25,10.9K,1.6K,nan,nan
Anthony Williams,nan,EDGE / 6-4 / 185,nan,nan,88.00,nan,nan,Houston,16 mi.,15,1.2K,846,nan,nan
Desmond Straughton,nan,S / 5-11 / 180,nan,nan,88.00,nan,nan,Michigan State,79 mi.,11,-,506,215,nan
Bekkem Kritza,nan,QB / 6-5 / 185,nan,nan,88.00,nan,nan,Texas A&M,1028 mi.,13,2.1K,1.5K,136,nan
Robert Santiago,nan,S / 6-2 / 175,nan,nan,87.98,nan,nan,California,12 mi.,10,2.7K,379,2.8K,nan
Deante Ruffin,nan,QB / 6-2 / 215,nan,nan,87.98,nan,nan,Maryland,113 mi.,8,1.8K,348,nan,nan
DJ Dugar,nan,RB / 6-0.5 / 205,nan,nan,87.92,nan,nan,Oklahoma State,386 mi.,9,nan,591,nan,nan
Tre Poteat,nan,CB / 6-0 / 170,nan,nan,87.91,nan,nan,Wisconsin,11 mi.,14,1.4K,949,nan,nan
Daniel Adefolarin,nan,EDGE / 6-4 / 225,nan,nan,87.90,nan,nan,Temple,0 mi.,10,3K,905,nan,nan
Mantrez Walker,nan,LB / 5-11 / 215,nan,nan,87.87,nan,nan,South Carolina,172 mi.,23,16.8K,3.8K,nan,nan
Cornelius Warren,nan,RB / 5-10 / 170,nan,nan,87.86,nan,nan,Houston,238 mi.,5,nan,543,nan,nan
Jayvon McFadden,nan,IOL / 6-5 / 300,nan,nan,87.86,nan,nan,Virginia Tech,218 mi.,25,1.4K,1K,nan,nan
Jade Card,nan,ATH / 6-3 / 190,nan,nan,87.83,nan,nan,Miami,5 mi.,8,12.2K,294,nan,nan
Mal Waldrep,nan,IOL / 6-4 / 280,nan,nan,87.83,nan,nan,Auburn,28 mi.,16,nan,910,nan,nan
Abduall Sanders,nan,LB / 6-1 / 205,nan,nan,87.83,nan,nan,Oklahoma,1194 mi.,8,3.3K,520,2.6K,nan
Hayden Lowe,nan,DL / 6-3 / 227,nan,nan,87.83,nan,nan,UCLA,0 mi.,22,-,598,nan,nan
Kamran Williams,nan,RB / 5-10 / 175,nan,nan,87.83,nan,nan,Louisiana Tech,101 mi.,5,nan,417,nan,nan
Dominik Hulak,nan,LB / 6-3 / 225,nan,nan,87.83,nan,nan,Notre Dame,88 mi.,11,787,623,nan,nan
Carterrious Brown,nan,WR / 6-2 / 160,nan,nan,87.83,nan,nan,Baylor,74 mi.,6,3.3K,514,10K,nan
Joshua Guerrier,nan,ATH / 5-11 / 160,nan,nan,87.83,nan,nan,Tennessee,529 mi.,6,-,237,nan,nan
Kyle Washington,nan,WR / 5-7.5 / 160,nan,nan,87.81,nan,nan,Louisville,906 mi.,6,-,431,nan,nan
Keiundre Johnson,nan,TE / 6-4 / 215,nan,nan,87.73,nan,nan,SMU,30 mi.,12,1K,413,nan,nan
Jayden Anderson,nan,WR / 6-0 / 162,nan,nan,87.73,nan,nan,East Carolina,104 mi.,10,1.5K,421,nan,nan
Marcus James,nan,LB / 6-3.5 / 210,nan,nan,87.73,nan,nan,Oklahoma,22 mi.,14,1.2K,692,nan,nan
Dylan Vickerson,nan,WR / 6-2 / 202,nan,nan,87.67,nan,nan,Tennessee,169 mi.,18,2.2K,420,nan,nan
