NAME,EXP,POS_HEI_WEI,GRADE,AGE,SKILL,HISCH,HOTOWN,STARCOLL,COLLDIST,NUMOFF,INSTA,TWIT,TIK,NILVAL
Ty Haywood,nan,OT / 6-4.5 / 270,nan,nan,94.12,nan,nan,Oklahoma,139 mi.,17,150,705,nan,$81K
Douglas Utu,nan,OT / 6-5 / 270,nan,nan,94.02,nan,nan,USC,233 mi.,23,948,1.2K,nan,$82K
Jontae Gilbert,nan,S / 6-1 / 180,nan,nan,94.02,nan,nan,South Carolina,194 mi.,19,10.4K,2.2K,nan,$96K
Deuce Knight,nan,QB / 6-4.5 / 180,nan,nan,93.94,nan,nan,Notre Dame,757 mi.,21,2K,2.3K,1.2K,$262K
Lamont Rogers,nan,OT / 6-7 / 305,nan,nan,93.91,nan,nan,LSU,359 mi.,22,1K,1K,nan,$82K
Jadon Perlotte,nan,LB / 6-3 / 200,nan,nan,93.89,nan,nan,Georgia,40 mi.,25,26K,3.9K,nan,$119K
Phillip Bell,nan,WR / 6-1 / 185,nan,nan,93.87,nan,nan,USC,42 mi.,25,7.5K,1.9K,16.8K,$90K
Marcus Harris,nan,WR / 6-1 / 175,nan,nan,93.86,nan,nan,Texas,1201 mi.,25,8.7K,1.9K,8.1K,$89K
Faheem Delane,nan,S / 6-1.5 / 200,nan,nan,93.83,nan,nan,Penn State,122 mi.,23,5.6K,2.5K,nan,$86K
Cameron Sparks,nan,ATH / 6-3 / 210,nan,nan,93.79,nan,nan,Tennessee,101 mi.,17,3.9K,1.8K,758,$84K
Kendarius Reddick,nan,S / 6-0 / 165,nan,nan,93.74,nan,nan,Alabama,269 mi.,14,4.7K,547,nan,$79K
Javion Hilson,nan,EDGE / 6-4 / 230,nan,nan,93.74,nan,nan,UCF,40 mi.,23,196,762,-,$75K
Tavion Wallace,nan,LB / 6-1 / 197,nan,nan,93.73,nan,nan,Florida State,164 mi.,15,813,526,nan,$75K
Jared Smith,nan,EDGE / 6-6 / 230,nan,nan,93.72,nan,nan,Georgia,205 mi.,17,3.6K,1K,nan,$78K
Winston Watkins Jr.,nan,WR / 5-9 / 175,nan,nan,93.65,nan,nan,Colorado,1627 mi.,23,56K,4.9K,86K,$147K
Chad Woodfork,nan,EDGE / 6-4.5 / 220,nan,nan,93.63,nan,nan,Texas,147 mi.,17,1.1K,673,nan,$71K
Noah Mikhail,nan,LB / 6-2 / 210,nan,nan,93.60,nan,nan,USC,30 mi.,25,3K,1.9K,909,$73K
Alex Graham,nan,ATH / 6-0 / 170,nan,nan,93.58,nan,nan,Michigan,41 mi.,25,3.4K,1.5K,nan,$73K
Tarrion Grant,nan,CB / 6-4 / 175,nan,nan,93.57,nan,nan,Louisville,174 mi.,18,946,916,nan,$71K
K.J. Lacey,nan,QB / 6-1 / 180,nan,nan,93.55,nan,nan,Texas,575 mi.,25,29K,3.9K,15.4K,$308K
Trey McNutt,nan,ATH / 6-0 / 180,nan,nan,93.54,nan,nan,Ohio State,122 mi.,25,1.6K,1.3K,14.3K,$68K
CJ Nickson,nan,ATH / 6-5 / 216,nan,nan,93.53,nan,nan,Oklahoma,85 mi.,12,1.4K,1K,nan,$66K
Madden Faraimo,nan,LB / 6-3 / 200,nan,nan,93.48,nan,nan,USC,107 mi.,19,2.6K,1.3K,nan,$67K
SJ Alofaituli,nan,IOL / 6-3 / 270,nan,nan,93.41,nan,nan,UNLV,0 mi.,21,nan,1.4K,-,nan
Jadyn Hudson,nan,S / 6-1 / 180,nan,nan,93.39,nan,nan,USC,343 mi.,20,2.2K,1.4K,nan,$67K
Trent Wilson,nan,DL / 6-3 / 275,nan,nan,93.39,nan,nan,Penn State,124 mi.,25,2.2K,722,nan,nan
Zahir Mathis,nan,EDGE / 6-5 / 230,nan,nan,93.36,nan,nan,Penn State,154 mi.,25,1.8K,1.4K,nan,$61K
Donovan Johnson,nan,RB / 6-0.5 / 210,nan,nan,93.33,nan,nan,Georgia,188 mi.,22,2.4K,1.8K,nan,$62K
Riley Pettijohn,nan,LB / 6-3 / 200,nan,nan,93.32,nan,nan,SMU,30 mi.,25,2K,1.4K,10.3K,$63K
Malcolm Simpson,nan,DL / 6-4 / 245,nan,nan,93.32,nan,nan,Houston,47 mi.,8,nan,282,nan,nan
Adrian Wilson,nan,WR / 6-1 / 170,nan,nan,93.26,nan,nan,Oregon,1677 mi.,21,4.1K,2.4K,nan,$76K
Bryce Davis,nan,EDGE / 6-2.5 / 245,nan,nan,93.26,nan,nan,Duke,49 mi.,25,-,1.4K,nan,nan
Nathaniel Marshall,nan,DL / 6-5 / 240,nan,nan,93.24,nan,nan,Notre Dame,81 mi.,23,1.7K,830,1.5K,nan
London Merritt,nan,DL / 6-2 / 235,nan,nan,93.23,nan,nan,Alabama,190 mi.,25,1.3K,1.6K,nan,nan
Devin Williams,nan,CB / 5-11 / 168,nan,nan,93.22,nan,nan,Alabama,217 mi.,25,1.4K,1.3K,240,$61K
Talyn Taylor,nan,WR / 6-1 / 165,nan,nan,93.19,nan,nan,Wisconsin,98 mi.,21,2.7K,1.1K,2K,nan
Naeshaun Montgomery,nan,WR / 6-1 / 165,nan,nan,93.18,nan,nan,Miami,68 mi.,21,3.4K,1.8K,4.3K,$61K
Dierre Hill,nan,ATH / 5-10.5 / 180,nan,nan,93.12,nan,nan,Missouri,125 mi.,10,2K,542,1.1K,nan
Derick Smith,nan,ATH / 6-0.5 / 185,nan,nan,93.10,nan,nan,Auburn,93 mi.,13,nan,1.1K,nan,nan
Owen Strebig,nan,OT / 6-7 / 295,nan,nan,93.08,nan,nan,Notre Dame,137 mi.,22,1.2K,1.1K,872,nan
Anthony Rogers,nan,RB / 5-8 / 185,nan,nan,93.04,nan,nan,Alabama,107 mi.,25,3K,1.9K,15.3K,$80K
Deandre Desinor,nan,RB / 5-9 / 170,nan,nan,93.00,nan,nan,Miami,50 mi.,21,11.5K,602,326,$68K
Amaree Williams,nan,EDGE / 6-4 / 205,nan,nan,92.98,nan,nan,Florida,236 mi.,25,3.7K,1.5K,173,$61K
Jalen Wiggins,nan,DL / 6-5 / 235,nan,nan,92.98,nan,nan,Florida,127 mi.,23,1.8K,1K,nan,nan
Gideon Davidson,nan,RB / 5-11 / 185,nan,nan,92.97,nan,nan,Clemson,275 mi.,22,1.1K,2.2K,nan,$71K
Antwann Hill,nan,QB / 6-4.5 / 205,nan,nan,92.95,nan,nan,North Carolina,351 mi.,25,29K,3.6K,nan,$243K
Jaylen Gilchrist,nan,OT / 6-3 / 315,nan,nan,92.92,nan,nan,North Carolina,180 mi.,25,nan,1.5K,793,nan
Jaelyne Matthews,nan,OT / 6-5.5 / 273,nan,nan,92.89,nan,nan,Georgia,654 mi.,25,2.7K,1.7K,327,nan
Hylton Stubbs,nan,S / 6-2 / 175,nan,nan,92.85,nan,nan,Florida,62 mi.,25,3.1K,1.9K,1.9K,$61K
Michael Riles,nan,DL / 6-2.5 / 235,nan,nan,92.77,nan,nan,Houston,83 mi.,16,1.5K,712,nan,nan
Chris Ewald,nan,CB / 5-11 / 161,nan,nan,92.67,nan,nan,Michigan,1142 mi.,24,3.9K,2K,nan,$73K
Akili Smith Jr.,nan,QB / 6-5 / 200,nan,nan,92.64,nan,nan,Oregon,847 mi.,13,1.8K,1.6K,nan,$188K
Alvin Henderson,nan,RB / 5-9 / 185,nan,nan,92.57,nan,nan,Auburn,83 mi.,25,16.6K,3K,11.8K,$75K
Jacorey Watson,nan,WR / 5-10 / 175,nan,nan,92.57,nan,nan,Texas,157 mi.,17,2.7K,1.1K,14.3K,$62K
Andrew Maddox,nan,DL / 6-3 / 270,nan,nan,92.56,nan,nan,Ole Miss,213 mi.,19,1.2K,1.1K,nan,nan
Blake Woodby,nan,CB / 5-10 / 180,nan,nan,92.55,nan,nan,Penn State,124 mi.,25,4.4K,1.8K,nan,$62K
Quincy Porter,nan,ATH / 6-3 / 190,nan,nan,92.55,nan,nan,Rutgers,36 mi.,25,1.3K,1.3K,938,nan
Daryus Dixson,nan,CB / 6-1 / 180,nan,nan,92.54,nan,nan,Oklahoma,1175 mi.,25,45,1.2K,nan,nan
Tarvos Alford,nan,LB / 6-2 / 204,nan,nan,92.53,nan,nan,Florida,204 mi.,25,2.4K,1.4K,884,nan
Myron Charles,nan,DL / 6-5 / 260,nan,nan,92.51,nan,nan,Florida,184 mi.,12,246,981,nan,nan
Ivan Taylor,nan,S / 5-11 / 163,nan,nan,92.47,nan,nan,Notre Dame,948 mi.,15,nan,1K,nan,nan
Isaiah Campbell,nan,DL / 6-4 / 250,nan,nan,92.44,nan,nan,North Carolina,8 mi.,25,251,1.6K,nan,nan
Husan Longstreet,nan,QB / 6-2 / 185,nan,nan,92.42,nan,nan,Michigan,1907 mi.,25,814,859,nan,$161K
Eric Winters,nan,S / 6-2 / 195,nan,nan,92.37,nan,nan,Auburn,87 mi.,22,1.4K,792,919,nan
Daylan McCutcheon,nan,WR / 5-11 / 170,nan,nan,92.33,nan,nan,Oklahoma,153 mi.,25,1.1K,1.6K,nan,nan
Justin Hasenhuetl,nan,IOL / 6-5 / 270,nan,nan,92.27,nan,nan,Clemson,40 mi.,25,770,1K,nan,nan
Deyjhon Pettaway,nan,CB / 5-10 / 165,nan,nan,92.27,nan,nan,Texas A&M,64 mi.,16,2.2K,2.2K,8.8K,nan
Tavien St. Clair,nan,QB / 6-3 / 190,nan,nan,92.24,nan,nan,Ohio State,43 mi.,25,1.2K,1.5K,nan,$161K
Juan Gaston,nan,IOL / 6-7.5 / 330,nan,nan,92.24,nan,nan,Georgia,62 mi.,25,1.3K,1.4K,nan,nan
Kainoa Winston,nan,S / 5-10.5 / 185,nan,nan,92.22,nan,nan,Penn State,119 mi.,20,737,762,178,nan
Darrell Johnson,nan,ATH / 6-3 / 205,nan,nan,92.22,nan,nan,Florida,183 mi.,20,2.1K,597,nan,nan
Isaiah Mozee,nan,WR / 6-0 / 190,nan,nan,92.18,nan,nan,Oklahoma,300 mi.,25,-,2.6K,nan,nan
Cortez Mills,nan,WR / 6-1 / 170,nan,nan,92.15,nan,nan,Miami,24 mi.,20,4K,780,10K,nan
DJ McClary,nan,LB / 6-0.5 / 210,nan,nan,92.14,nan,nan,Penn State,200 mi.,15,1.1K,616,728,nan
Max Granville,nan,EDGE / 6-3 / 205,nan,nan,92.13,nan,nan,Houston,18 mi.,25,349,998,nan,nan
Bear Bachmeier,nan,QB / 6-2 / 205,nan,nan,92.12,nan,nan,Notre Dame,1781 mi.,19,2.1K,1.1K,823,$133K
Jaden Nickens,nan,WR / 6-3 / 170,nan,nan,92.11,nan,nan,Oklahoma,22 mi.,12,12.7K,1.9K,4.3K,$77K
Ben Hanks,nan,CB / 6-1 / 150,nan,nan,92.11,nan,nan,Miami,5 mi.,17,2.1K,765,2.1K,nan
Christopher Burgess,nan,EDGE / 6-4 / 230,nan,nan,92.11,nan,nan,Notre Dame,72 mi.,25,2.3K,1.7K,nan,nan
Taevion Swint,nan,RB / 5-9 / 180,nan,nan,92.08,nan,nan,UCF,17 mi.,23,1.9K,2.6K,nan,nan
Aaron Dunn,nan,OT / 6-8 / 285,nan,nan,92.05,nan,nan,BYU,16 mi.,11,978,648,nan,nan
Matai Tagoa'i,nan,S / 6-4 / 185,nan,nan,92.04,nan,nan,USC,52 mi.,22,1.6K,961,191,nan
Peyton Joseph,nan,IOL / 6-3 / 280,nan,nan,92.03,nan,nan,Georgia,104 mi.,25,2.8K,1.8K,nan,nan
Cortez Smith,nan,IOL / 6-2.5 / 270,nan,nan,91.96,nan,nan,Georgia,42 mi.,20,nan,1.9K,nan,nan
Michael Terry,nan,ATH / 6-3 / 210,nan,nan,91.95,nan,nan,TCU,238 mi.,10,1.9K,1.2K,nan,nan
Ty Hawkins,nan,QB / 6-0 / 195,nan,nan,91.95,nan,nan,TCU,238 mi.,13,4.2K,1.7K,nan,$127K
Chris Lawson,nan,WR / 6-1 / 159,nan,nan,91.91,nan,nan,San Jose State,22 mi.,13,nan,404,nan,nan
Carter Smith,nan,QB / 6-3 / 170,nan,nan,91.91,nan,nan,Florida,210 mi.,20,nan,3.5K,nan,$88K
Dramodd Odoms,nan,OT / 6-6 / 304,nan,nan,91.90,nan,nan,Texas A&M,82 mi.,11,572,509,nan,nan
Cortez Thomas,nan,CB / 6-0 / 170,nan,nan,91.90,nan,nan,Ole Miss,90 mi.,9,2.1K,524,nan,nan
Kamauryn Morgan,nan,DL / 6-5 / 230,nan,nan,91.86,nan,nan,SMU,18 mi.,18,13K,1.8K,211,nan
Lance Jackson,nan,ATH / 6-5 / 240,nan,nan,91.85,nan,nan,Arkansas,179 mi.,23,2.5K,1.4K,1.7K,nan
Tariq Hayer,nan,CB / 5-11 / 175,nan,nan,91.83,nan,nan,Maryland,17 mi.,22,1.9K,773,634,nan
Elijah Barnes,nan,LB / 6-3 / 210,nan,nan,91.83,nan,nan,SMU,0 mi.,25,-,917,nan,nan
Micah Strickland,nan,CB / 6-0 / 172,nan,nan,91.82,nan,nan,Texas Tech,373 mi.,8,253,359,nan,nan
Chauncey Gooden,nan,IOL / 6-4 / 315,nan,nan,91.82,nan,nan,Tennessee,160 mi.,25,2.7K,2.3K,nan,nan
Martels Carter,nan,S / 6-1 / 185,nan,nan,91.80,nan,nan,Ole Miss,191 mi.,25,2.1K,1.3K,470,nan
Amare Adams,nan,DL / 6-6 / 250,nan,nan,91.77,nan,nan,South Carolina,74 mi.,15,nan,1.3K,nan,nan
Bo Jackson,nan,RB / 6-0 / 204,nan,nan,91.77,nan,nan,Ohio State,116 mi.,19,742,1.5K,nan,nan
Nate Roberts,nan,TE / 6-4 / 235,nan,nan,91.76,nan,nan,Oklahoma,15 mi.,25,2K,2.6K,nan,$63K
Kiotti Armstrong,nan,TE / 6-5 / 246,nan,nan,91.75,nan,nan,TCU,229 mi.,17,nan,928,507,nan
Mason Short,nan,IOL / 6-5.5 / 300,nan,nan,91.72,nan,nan,Alabama,316 mi.,19,2.2K,2.8K,nan,$69K
Christian Jones,nan,LB / 6-3 / 215,nan,nan,91.72,nan,nan,Nebraska,52 mi.,17,-,1.9K,nan,nan
T'Andre Waverly,nan,TE / 6-4 / 215,nan,nan,91.72,nan,nan,Washington,21 mi.,14,603,923,nan,nan
Cortez Harris,nan,EDGE / 6-3 / 230,nan,nan,91.70,nan,nan,Virginia Tech,223 mi.,13,2.6K,491,155,nan
Marquise Davis,nan,ATH / 5-11 / 200,nan,nan,91.66,nan,nan,Ohio State,116 mi.,25,5.6K,1.2K,2.1K,nan
Maxwell Roy,nan,DL / 6-5 / 265,nan,nan,91.66,nan,nan,Penn State,154 mi.,16,1K,787,nan,nan
Jarcoby Hopson,nan,LB / 6-1.5 / 205,nan,nan,91.63,nan,nan,Ole Miss,53 mi.,24,3.3K,2.2K,1.2K,nan
Elijah Thomas,nan,WR / 6-0 / 170,nan,nan,91.61,nan,nan,Oklahoma,102 mi.,8,770,750,nan,nan
DJ Sanders,nan,DL / 6-3 / 290,nan,nan,91.59,nan,nan,Texas A&M,44 mi.,16,-,856,nan,nan
Chuck McDonald,nan,CB / 6-1 / 180,nan,nan,91.57,nan,nan,USC,27 mi.,19,5.9K,1.5K,nan,nan
Nicolai Brooks,nan,OT / 6-7 / 345,nan,nan,91.54,nan,nan,Iowa,26 mi.,25,9.7K,1.5K,nan,nan
Deondrae Riden,nan,RB / 5-10 / 195,nan,nan,91.51,nan,nan,SMU,13 mi.,25,-,4K,nan,nan
Anthony Sacca,nan,LB / 6-2.5 / 215,nan,nan,91.50,nan,nan,Penn State,154 mi.,21,4.6K,1.5K,759,nan
Kevin Oatis,nan,DL / 6-1 / 285,nan,nan,91.50,nan,nan,LSU,126 mi.,16,2.2K,968,878,nan
Waltez Clark,nan,RB / 6-0.5 / 190,nan,nan,91.48,nan,nan,Florida,117 mi.,25,3.3K,545,nan,$66K
Jakaleb Faulk,nan,EDGE / 6-3.5 / 225,nan,nan,91.48,nan,nan,Auburn,62 mi.,25,1.6K,1.5K,2.1K,$65K
Tory Blaylock,nan,RB / 5-11 / 175,nan,nan,91.46,nan,nan,Texas A&M,82 mi.,25,2.5K,1.5K,3.8K,nan
Donovan Olugbode,nan,WR / 6-1 / 200,nan,nan,91.45,nan,nan,Illinois,115 mi.,20,5.6K,1.1K,nan,nan
Michael Turner,nan,RB / 6-0 / 190,nan,nan,91.45,nan,nan,SMU,25 mi.,11,1.6K,417,nan,nan
Jayden Woods,nan,EDGE / 6-3 / 228,nan,nan,91.42,nan,nan,Kansas State,98 mi.,24,1.2K,1.3K,nan,nan
Shamari Earls,nan,CB / 6-1 / 175,nan,nan,91.40,nan,nan,Penn State,241 mi.,13,1.4K,585,nan,nan
Keylan Moses,nan,LB / 6-1.5 / 215,nan,nan,91.40,nan,nan,LSU,0 mi.,24,10.8K,2.4K,nan,nan
Jaylan Morgan,nan,S / 6-0 / 175,nan,nan,91.38,nan,nan,Vanderbilt,37 mi.,15,nan,910,nan,nan
Alai Kalaniuvalu,nan,IOL / 6-2 / 275,nan,nan,91.37,nan,nan,Miami,2062 mi.,17,814,990,nan,nan
TJ Lateef,nan,QB / 6-2 / 185,nan,nan,91.33,nan,nan,Arizona,414 mi.,14,3.3K,699,nan,$75K
Ethan Utley,nan,DL / 6-3.5 / 275,nan,nan,91.33,nan,nan,Tennessee,160 mi.,25,2.4K,2.1K,nan,nan
Avery Gach,nan,IOL / 6-5 / 265,nan,nan,91.33,nan,nan,Michigan State,62 mi.,25,1.4K,1.2K,nan,nan
Kaliq Lockett,nan,WR / 6-1 / 175,nan,nan,91.32,nan,nan,Michigan,946 mi.,18,1.4K,827,nan,nan
Cobey Sellers,nan,CB / 5-11.5 / 165,nan,nan,91.31,nan,nan,Texas,157 mi.,17,3.4K,1.5K,601,nan
James Simon,nan,RB / 6-0 / 198,nan,nan,91.29,nan,nan,LSU,209 mi.,25,2.7K,1.2K,1.9K,nan
Zaydrius Rainey-Sale,nan,LB / 6-3 / 220,nan,nan,91.29,nan,nan,Washington,38 mi.,8,780,623,nan,nan
Jabree Wallace-Coleman,nan,RB / 6-1 / 200,nan,nan,91.27,nan,nan,Georgia,610 mi.,18,4.1K,1.2K,848,nan
Blake Hebert,nan,QB / 6-2.5 / 213,nan,nan,91.27,nan,nan,Clemson,836 mi.,19,4.2K,1.1K,nan,$83K
Jaden Perez,nan,WR / 6-1 / 165,nan,nan,91.25,nan,nan,Baylor,166 mi.,7,1.5K,923,nan,nan
Trystan Haynes,nan,CB / 6-2 / 160,nan,nan,91.25,nan,nan,Oklahoma,7462 mi.,15,935,701,nan,nan
Mark Zackery,nan,CB / 6-0 / 155,nan,nan,91.25,nan,nan,Notre Dame,131 mi.,25,2.2K,1.4K,316,nan
Reginald Vaughn,nan,DL / 6-2 / 257,nan,nan,91.25,nan,nan,Ole Miss,147 mi.,8,nan,1.3K,nan,nan
Amari Wallace,nan,S / 5-11 / 170,nan,nan,91.23,nan,nan,Miami,5 mi.,16,3.5K,879,nan,nan
Justin Hill,nan,EDGE / 6-4 / 205,nan,nan,91.23,nan,nan,Ohio State,105 mi.,24,1.1K,1.3K,nan,nan
Onis Konanbanny,nan,CB / 6-2 / 170,nan,nan,91.20,nan,nan,Georgia Tech,100 mi.,25,2.2K,1.4K,nan,nan
Cam Smith,nan,LB / 6-0.5 / 190,nan,nan,91.19,nan,nan,Penn State,156 mi.,13,1.3K,482,nan,nan
Isaiah Robinson,nan,WR / 6-3 / 175,nan,nan,91.18,nan,nan,Virginia,72 mi.,12,1.2K,483,166,nan
Jeff Exinor,nan,ATH / 6-1 / 210,nan,nan,91.17,nan,nan,Penn State,124 mi.,17,1.5K,573,nan,nan
Akylin Dear,nan,RB / 6-1 / 200,nan,nan,91.17,nan,nan,Ole Miss,165 mi.,18,3.3K,1.2K,nan,nan
Jahmir Joseph,nan,CB / 6-0 / 170,nan,nan,91.15,nan,nan,Penn State,200 mi.,25,2.5K,896,1.2K,nan
Sharlandiin Strange,nan,EDGE / 6-4 / 230,nan,nan,91.15,nan,nan,Rutgers,48 mi.,23,4K,835,nan,nan
Royal Capell,nan,WR / 5-10 / 185,nan,nan,91.14,nan,nan,Baylor,151 mi.,13,2.5K,2K,2.3K,nan
Jamarion Morrow,nan,ATH / 5-9 / 180,nan,nan,91.13,nan,nan,Alabama,183 mi.,25,nan,1.3K,nan,nan
Derek Meadows,nan,WR / 6-5 / 185,nan,nan,91.13,nan,nan,Notre Dame,1590 mi.,11,865,609,nan,nan
JaDon Blair,nan,S / 6-4 / 180,nan,nan,91.08,nan,nan,Penn State,348 mi.,16,659,470,nan,nan
Andrew Babalola,nan,OT / 6-6 / 270,nan,nan,91.08,nan,nan,Kansas State,99 mi.,13,521,587,nan,nan
Kamar Archie,nan,LB / 6-0.5 / 230,nan,nan,91.06,nan,nan,Penn State,168 mi.,25,2.3K,1.7K,nan,nan
Quanell Farrakhan Jr.,nan,WR / 5-11.5 / 175,nan,nan,91.05,nan,nan,Penn State,1230 mi.,21,19.5K,2.1K,nan,nan
Corey Amos,nan,LB / 6-3 / 205,nan,nan,91.05,nan,nan,Nicholls State,94 mi.,7,nan,258,nan,nan
Dontrell Glover,nan,IOL / 6-4 / 310,nan,nan,91.02,nan,nan,Alabama,174 mi.,17,1.1K,167,nan,nan
Ethan Barbour,nan,TE / 6-2.5 / 225,nan,nan,91.00,nan,nan,Georgia,55 mi.,25,1.3K,1.3K,nan,nan
Carter Lowe,nan,OT / 6-5 / 285,nan,nan,90.98,nan,nan,Michigan,46 mi.,20,325,1.3K,70,nan
Jared Martin,nan,EDGE / 6-3 / 210,nan,nan,90.96,nan,nan,USC,174 mi.,12,803,351,nan,nan
Luka Gilbert,nan,TE / 6-7 / 225,nan,nan,90.96,nan,nan,Ohio State,105 mi.,10,1.2K,755,nan,nan
Champ Taulealea,nan,IOL / 6-4 / 330,nan,nan,90.96,nan,nan,California,42 mi.,9,nan,712,nan,nan
James Flanigan,nan,TE / 6-6 / 220,nan,nan,90.95,nan,nan,Notre Dame,214 mi.,10,880,697,nan,nan
Shamarius Peterkin,nan,WR / 6-2 / 175,nan,nan,90.94,nan,nan,North Carolina,64 mi.,10,nan,629,nan,nan
Christian Garrett,nan,DL / 6-3 / 261,nan,nan,90.88,nan,nan,Georgia,12 mi.,13,nan,664,nan,nan
Marco Jones,nan,LB / 6-4 / 215,nan,nan,90.82,nan,nan,Oregon,438 mi.,20,1.7K,1.2K,nan,nan
Kaleb Edwards,nan,TE / 6-6 / 212,nan,nan,90.74,nan,nan,UCLA,361 mi.,9,524,539,nan,nan
Dasaahn Brame,nan,TE / 6-6 / 225,nan,nan,90.73,nan,nan,Kansas State,113 mi.,24,1.4K,1.4K,769,nan
